candidate_id,display_name,status,resolution_target,first_seen_batch,discovery_url,evidence_kind,team_region,region_evidence_url,reviewed_on,decision_reason
cand-notebooklm-py,notebooklm-py,included,census:notebooklm-py,SAT-GH-020,https://github.com/teng-lin/notebooklm-py,source-repository,United-States,https://github.com/teng-lin,2026-08-12,Released agent and CLI adapter requests validates and downloads hosted slide infographic video and other visual artifacts
cand-dom-to-pptx,dom-to-pptx,included,census:dom-to-pptx,SAT-GH-020,https://github.com/atharva9167j/dom-to-pptx,source-repository,India,https://github.com/atharva9167j,2026-08-12,Computed browser geometry and style are reconstructed as editable native PowerPoint objects through an installable skill
cand-open-ptc-agent,Open PTC Agent,excluded,,SAT-GH-020,https://github.com/Chen-zexi/open-ptc-agent,source-repository,United-States,https://github.com/Chen-zexi,2026-08-12,Generic code-execution agent bundles copied demonstration document skills but owns no independent Design-specific artifact loop
cand-claude-financial-services,Claude for Financial Services,included,census:claude-financial-services,SAT-GH-020,https://github.com/anthropics/financial-services,source-repository,United-States,https://github.com/anthropics,2026-08-12,Official vertical suite authors governed branded decks and live spreadsheet work product with explicit human sign-off
cand-cuga-agent,CUGA Agent,excluded,,SAT-GH-020,https://github.com/cuga-project/cuga-agent,source-repository,unknown,,2026-08-12,General enterprise agent and agent-configuration manager have no Design-specific visual artifact authority or correction contract
cand-sensenova-skills,SenseNova Skills,included,census:sensenova-skills,SAT-GH-020,https://github.com/OpenSenseNova/SenseNova-Skills,source-repository,unknown,,2026-08-12,Office workflows retain editable page HTML run VLM quality checks and expose a direct-manipulation PPT workbench before export
cand-microsoftdocs-agent-skills,Microsoft Azure Agent Skills,excluded,,SAT-GH-020,https://github.com/MicrosoftDocs/Agent-Skills,source-repository,United-States,https://github.com/MicrosoftDocs,2026-08-12,Azure documentation skills guide external coding agents but do not own or operate a visual Design artifact
cand-kicad-mcp-pro,KiCad MCP Pro,included,census:kicad-mcp-pro,SAT-GH-020,https://github.com/oaslananka/kicad-mcp-pro,source-repository,Turkiye,https://github.com/oaslananka,2026-08-12,Permissioned review build and release profiles drive native KiCad ERC DRC DFM and manufacturing operations
cand-kicad-skills-ipc,KiCad Skills with IPC API,included,census:kicad-skills-ipc,SAT-GH-020,https://github.com/HubertHQH/KiCad-skills,source-repository,unknown,,2026-08-12,Four installable skills inspect mutate and export the document open in KiCad through its native IPC authority
cand-tinystudio,tinyStudio,included,census:tinystudio,SAT-GH-020,https://github.com/Mister-Industries/tinyStudio,source-repository,United-States,https://github.com/Mister-Industries,2026-08-12,Permissioned assistant edits the shared firmware circuit diagram and live visualization project inside an integrated maker IDE
cand-zaptrace,ZapTrace,included,census:zaptrace,SAT-GH-020,https://github.com/oaslananka/zaptrace,source-repository,Turkiye,https://github.com/oaslananka,2026-08-12,AI-native EDA kernel carries normalized intent through checks routing exports and an auditable proof-pack artifact
cand-kicad-copilot,KiCad Copilot,included,census:kicad-copilot,SAT-GH-020,https://github.com/biosshot/kicad-copilot,source-repository,unknown,,2026-08-12,File-oriented agent creates hierarchical KiCad designs with checkpoints and review-before-apply PCB placement
cand-sparkbench,SparkBench,included,census:sparkbench,SAT-GH-020,https://github.com/photon-cat/sparkbench,source-repository,unknown,,2026-08-12,Full-context agent joins firmware circuit simulation native KiCad editing 3D preview and routed PCB delivery in one project
cand-unreal-agent-harness,Unreal Agent Harness,included,census:unreal-agent-harness,SAT-GH-020,https://github.com/per-simmons/unreal-agent-harness,source-repository,unknown,,2026-08-12,Viewport decoding spatial annotations and serialized mutations make live Unreal scene building a repeatable act see correct loop
cand-unreal-blender-mcp,Unreal-Blender MCP,included,census:unreal-blender-mcp,SAT-GH-020,https://github.com/tahooki/unreal-blender-mcp,source-repository,unknown,,2026-08-12,Independent cross-host server and Unreal plugin coordinate but do not collapse Blender and Unreal native scene authorities
cand-artclaw-bridge,ArtClaw Bridge,included,census:artclaw-bridge,SAT-GH-020,https://github.com/IvanYangYangXi/artclaw_bridge,source-repository,unknown,,2026-08-12,Multi-DCC bridge combines in-editor agent operation with generated versioned and team-shared tool and skill lifecycles
cand-ai-forge-mcp,AI Forge MCP,included,census:ai-forge-mcp,SAT-GH-020,https://github.com/HurtzDonutStudios/ai-forge-mcp,source-repository,United-States,https://github.com/HurtzDonutStudios,2026-08-12,Commercial multi-DCC production pipeline exposes 3D and rig review gates across concept-to-Unreal delivery
cand-blender-mcp-server-namurokuro,Blender MCP Server by namurokuro,included,census:blender-mcp-server-namurokuro,SAT-GH-020,https://github.com/namurokuro/Blender-MCP-Server,source-repository,unknown,,2026-08-12,Embedded thread-safe server exposes modeled Blender operations while the live scene remains authoritative
cand-blender-orchestrator,Agentic Blender Orchestrator,included,census:blender-orchestrator,SAT-GH-020,https://github.com/mlolson/blender-orchestrator,source-repository,United-States,https://github.com/mlolson,2026-08-12,Semantic spatial queries real-world dimensions ASCII floor plans and renders reduce agent scene-layout failures
cand-blockout,Blockout,included,census:blockout,SAT-GH-020,https://github.com/wassermanproductions/blockout,source-repository,unknown,,2026-08-12,Versionable previs project deterministically exports motion depth still prompt and workflow evidence for video generation
cand-dcc-mcp-blender,DCC-MCP Blender,included,census:dcc-mcp-blender,SAT-GH-020,https://github.com/dcc-mcp/dcc-mcp-blender,source-repository,unknown,,2026-08-12,Separately released Blender adapter supplies typed progressively loadable host operations and tested main-thread dispatch
cand-blender-scene-agent,Blender Scene Agent,included,census:blender-scene-agent,SAT-GH-020,https://github.com/davrous/blenderagent,source-repository,France,https://github.com/davrous,2026-08-12,Web Teams and voice transports share one isolated persistent Blender scene with viewport and render feedback
cand-rhino-mcp,RhinoMCP,included,census:rhino-mcp,SAT-GH-020,https://github.com/reer-ide/rhino_mcp,source-repository,unknown,,2026-08-12,Socket and MCP adapters let an agent inspect capture and mutate the authoritative live Rhino document
cand-serpentine3d,Serpentine3D,included,census:serpentine3d,SAT-GH-020,https://github.com/chisomobanzi/Serpentine3D,source-repository,Taiwan,https://github.com/chisomobanzi,2026-08-12,Native AI and manual commands operate the same exact BREP NURBS scene with previews analysis recovery and interchange
cand-cr8-xyz,Cr8-xyz,included,census:cr8-xyz,SAT-GH-020,https://github.com/dr-33-m/cr8-app,source-repository,unknown,,2026-08-12,Browser WebRTC projection and a capability-discovering agent operate persistent Blender scenes through a full platform backend
cand-auroraview,AuroraView,excluded,,SAT-GH-020,https://github.com/loonghao/auroraview,source-repository,China,https://github.com/loonghao,2026-08-12,DCC-oriented WebView and MCP infrastructure manages application windows but does not own a visual creation artifact or Design loop
cand-posecode,Posecode,included,census:posecode,SAT-GH-020,https://github.com/posecode-dev/posecode,source-repository,unknown,,2026-08-12,Readable motion source is validated rendered critiqued and shared through deterministic and agent-callable tools
cand-blender-live-agent-build,Blender Live Agent Build,excluded,,SAT-GH-020,https://github.com/Antonod1988/blender-live-agent-build,source-repository,unknown,,2026-08-12,Repository documents and packages one carriage build while the operational bridge is explicitly absent and externally owned
cand-jithin-blender-skill,Blender Agent Skill by Jithin Joseph,included,census:jithin-blender-skill,SAT-GH-020,https://github.com/jithinolickal/blender,source-repository,unknown,,2026-08-12,Separately installable workflow companion adds parametric patterns milestones and multi-angle correction above Blender MCP
cand-dataevolver,DataEvolver,included,census:dataevolver,SAT-GH-020,https://github.com/PRIS-CV/DataEvolver,source-repository,China,https://github.com/PRIS-CV/DataEvolver/blob/2894fab9a6866adb21588982939cf24507e45a6f/README.md,2026-08-12,Released VLM-guided Blender construction system iteratively repairs scenes and exports structured multimodal dataset artifacts
cand-adobepy,adobepy,included,census:adobepy,RECURSIVE-018,https://github.com/dcc-mcp/adobepy,source-repository,unknown,,2026-08-12,Independent broker SDK and Adobe host bridges expose structured document mutation beyond any one adapter
cand-dcc-ai-hunyuan3d,DCC-MCP Hunyuan3D,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-ai-hunyuan3d,source-repository,unknown,,2026-08-12,Thin submit and query wrapper has no editable 3D artifact or iterative correction authority
cand-dcc-ai-openai-image,DCC AI OpenAI Image,included,census:dcc-ai-openai-image,RECURSIVE-018,https://github.com/dcc-mcp/dcc-ai-openai-image,source-repository,unknown,,2026-08-12,Installable texture skill supports reference grounded generation and editing with explicit DCC handoff
cand-dcc-ai-tripo3d,DCC-MCP Tripo3D,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-ai-tripo3d,source-repository,unknown,,2026-08-12,Thin task creation status and download wrapper does not expose an editable model loop
cand-dcc-asset-ambientcg,DCC Asset ambientCG,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-ambientcg,source-repository,unknown,,2026-08-12,Asset search and download provider hands off files but owns no Design artifact loop
cand-dcc-asset-blender-extensions,DCC Asset Blender Extensions,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-blender-extensions,source-repository,unknown,,2026-08-12,Extension catalog provider discovers and downloads third party packages without authoring an artifact
cand-dcc-asset-free-media,DCC Asset Free Media,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-free-media,source-repository,unknown,,2026-08-12,Stock media and template retrieval is a source provider rather than a Design workspace
cand-dcc-asset-geospatial,DCC Asset Geospatial,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-geospatial,source-repository,unknown,,2026-08-12,Geospatial provider supplies source assets but leaves all authoring to downstream hosts
cand-dcc-asset-gltf-samples,DCC Asset glTF Sample Assets,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-gltf-sample-assets,source-repository,unknown,,2026-08-12,Sample asset retrieval supports tests but has no independent creation or correction loop
cand-dcc-asset-godot-store,DCC Asset Godot Store,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-godot-store,source-repository,unknown,,2026-08-12,Store search and download provider does not mutate a Godot project or visual artifact
cand-dcc-asset-google-scanned,DCC Asset Google Scanned Objects,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-google-scanned-objects,source-repository,unknown,,2026-08-12,Scanned object search and download is an input provider only
cand-dcc-asset-kenney,DCC Asset Kenney,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-kenney,source-repository,unknown,,2026-08-12,Game asset pack retrieval has no independently owned editable project loop
cand-dcc-asset-nasa3d,DCC Asset NASA 3D,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-nasa3d,source-repository,unknown,,2026-08-12,NASA resource download and provenance handling remain an asset supply function
cand-dcc-asset-objaverse,DCC Asset Objaverse,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-objaverse,source-repository,unknown,,2026-08-12,Annotation browsing and model download do not form an authoring or refinement product
cand-dcc-asset-pirate-nation,DCC Asset Pirate Nation,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-pirate-nation,source-repository,unknown,,2026-08-12,Repository is an asset provider and exposes no evidenced Design artifact workflow
cand-dcc-asset-polyhaven,DCC Asset Poly Haven,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-polyhaven,source-repository,unknown,,2026-08-12,CC0 model HDRI and texture retrieval is an input catalog rather than an authoring system
cand-dcc-asset-quaternius,DCC Asset Quaternius,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-quaternius,source-repository,unknown,,2026-08-12,Asset pack inspection and retrieval stop before any editable project authority
cand-dcc-asset-sketchfab,DCC Asset Sketchfab,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-sketchfab,source-repository,unknown,,2026-08-12,Download and attribution provider leaves model creation and revision to another product
cand-dcc-asset-smithsonian3d,DCC Asset Smithsonian 3D,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-asset-smithsonian3d,source-repository,unknown,,2026-08-12,Open access file retrieval is source acquisition without a Design loop
cand-dcc-cua,dcc-cua,included,census:dcc-cua,RECURSIVE-018,https://github.com/dcc-mcp/dcc-cua,source-repository,unknown,,2026-08-12,Standalone exact window computer use runtime supports observe act verify loops and DCC semantic profiles
cand-dcc-lookdev,DCC LookDev,included,census:dcc-lookdev,RECURSIVE-018,https://github.com/dcc-mcp/dcc-lookdev,source-repository,unknown,,2026-08-12,Installable cross DCC turntable workflow creates a calibrated review stage in the active native scene
cand-dcc-materialx,DCC MaterialX,included,census:dcc-materialx,RECURSIVE-018,https://github.com/dcc-mcp/dcc-materialx,source-repository,unknown,,2026-08-12,Portable skill creates validates and inspects editable MaterialX graph documents
cand-dcc-mcp-3dsmax,DCC-MCP 3ds Max,included,census:dcc-mcp-3dsmax,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-3dsmax,source-repository,unknown,,2026-08-12,Released adapter mutates native scenes materials meshes animation and render state through typed host operations
cand-dcc-mcp-aftereffects,DCC-MCP After Effects,included,census:dcc-mcp-aftereffects,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-aftereffects,source-repository,unknown,,2026-08-12,Released Adobe bridge creates compositions edits layers and keyframes and controls render delivery
cand-dcc-mcp-agent-plugins,DCC-MCP Agent Plugins,duplicate,census:dcc-mcp-core,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-agent-plugins,source-repository,unknown,,2026-08-12,Current Skill distribution surface invokes the same DCC-MCP control plane and does not own a separate artifact graph
cand-dcc-mcp-cache-inspector,DCC-MCP Cache Inspector,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-cache-inspector,source-repository,unknown,,2026-08-12,Public API deliberately rejects every nonempty cache until a conforming decoder exists
cand-dcc-mcp-cinema4d,DCC-MCP Cinema 4D,included,census:dcc-mcp-cinema4d,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-cinema4d,source-repository,unknown,,2026-08-12,Headless licensed host path creates validates renders and atomically persists native C4D documents
cand-dcc-mcp-comfyui,DCC-MCP ComfyUI,included,census:dcc-mcp-comfyui,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-comfyui,source-repository,unknown,,2026-08-12,Adapter validates and executes editable ComfyUI workflow graphs then returns job bound artifacts
cand-dcc-mcp-core,DCC-MCP Core,included,census:dcc-mcp-core,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-core,source-repository,unknown,,2026-08-12,Independent creative control plane owns discovery routing jobs artifacts policy observability and an Admin UI
cand-dcc-mcp-fpt,DCC-MCP Flow Production Tracking,included,census:dcc-mcp-fpt,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-fpt,source-repository,unknown,,2026-08-12,Released adapter coordinates production entities notes batches schema and delivery state through typed tools
cand-dcc-mcp-freecad,DCC-MCP FreeCAD,included,census:dcc-mcp-freecad,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-freecad,source-repository,unknown,,2026-08-12,Adapter creates recomputes validates and atomically updates parametric FCStd documents with CAD exchange
cand-dcc-mcp-gimp,DCC-MCP GIMP,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-gimp,source-repository,unknown,,2026-08-12,Current release only discovers sessions and inspects the active image while mutation and export remain future work
cand-dcc-mcp-godot,DCC-MCP Godot,included,census:dcc-mcp-godot,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-godot,source-repository,unknown,,2026-08-12,Editor plugin exposes typed scene animation UI gameplay test and export workflows with undo and save
cand-dcc-mcp-houdini,DCC-MCP Houdini,included,census:dcc-mcp-houdini,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-houdini,source-repository,unknown,,2026-08-12,Embedded host adapter authors node networks executes HDAs renders evidence and persists Houdini projects
cand-dcc-mcp-illustrator,DCC-MCP Illustrator,included,census:dcc-mcp-illustrator,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-illustrator,source-repository,unknown,,2026-08-12,Typed Adobe DOM bridge inspects and edits vector items text paths artboards and native exports
cand-dcc-mcp-katana,DCC-MCP Katana,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-katana,source-repository,unknown,,2026-08-12,Published surface only inspects lists and saves a node graph without an authoring mutation
cand-dcc-mcp-krita,DCC-MCP Krita,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-krita,source-repository,unknown,,2026-08-12,Initial release is explicitly limited to session and active image inspection
cand-dcc-mcp-mari,DCC-MCP Mari,included,census:dcc-mcp-mari,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-mari,source-repository,unknown,,2026-08-12,Production adapter owns project geometry channel node layer shader and texture export mutations
cand-dcc-mcp-marmoset,DCC-MCP Marmoset,included,census:dcc-mcp-marmoset,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-marmoset,source-repository,unknown,,2026-08-12,Host plugin imports models builds PBR materials frames subjects renders cameras validates and saves scenes
cand-dcc-mcp-material-maker,DCC-MCP Material Maker,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-material-maker,source-repository,unknown,,2026-08-12,Current tool list is inspection only and states mutation and export are not yet implemented
cand-dcc-mcp-maya,DCC-MCP Maya,included,census:dcc-mcp-maya,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-maya,source-repository,unknown,,2026-08-12,Released adapter exposes broad typed scene mesh material rig animation simulation render and pipeline operations
cand-dcc-mcp-maya-advancedskeleton,DCC-MCP Maya AdvancedSkeleton,included,census:dcc-mcp-maya-advancedskeleton,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-maya-advancedskeleton,source-repository,unknown,,2026-08-12,Independent installable skill builds and rebuilds fitted AdvancedSkeleton rigs with verified playblast evidence
cand-dcc-mcp-maya-mgear,DCC-MCP Maya mGear,included,census:dcc-mcp-maya-mgear,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-maya-mgear,source-repository,unknown,,2026-08-12,Marketplace package creates guides builds rigs and round trips reusable mGear templates
cand-dcc-mcp-maya-procedural-architecture,DCC-MCP Maya Procedural Architecture,included,census:dcc-mcp-maya-procedural-architecture,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-maya-procedural-architecture,source-repository,unknown,,2026-08-12,Independent skill generates seeded editable Bifrost house scenes with materials lights and camera review
cand-dcc-mcp-mobu,DCC-MCP MotionBuilder,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-mobu,source-repository,unknown,,2026-08-12,Adapter can inspect list and save but exposes no scene authoring or correction operation
cand-dcc-mcp-nuke,DCC-MCP Nuke,included,census:dcc-mcp-nuke,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-nuke,source-repository,unknown,,2026-08-12,Adapter constructs scoped layered composites packages Gizmos renders and saves native Nuke scripts
cand-dcc-mcp-openscad,DCC-MCP OpenSCAD,included,census:dcc-mcp-openscad,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-openscad,source-repository,unknown,,2026-08-12,Standalone adapter validates parameterized source and atomically renders or exports engineering geometry
cand-dcc-mcp-openusd,DCC-MCP OpenUSD,included,census:dcc-mcp-openusd,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-openusd,source-repository,unknown,,2026-08-12,Headless product authors stages materials cameras animation and composition then validates and packages USD
cand-dcc-mcp-photoshop,DCC-MCP Photoshop,included,census:dcc-mcp-photoshop,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-photoshop,source-repository,unknown,,2026-08-12,UXP broker adapter creates and edits layered documents text selections filters smart objects and exports
cand-dcc-mcp-premiere,DCC-MCP Premiere,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-premiere,source-repository,unknown,,2026-08-12,Public surface only inspects projects lists sequences and saves without timeline mutation
cand-dcc-mcp-renderdoc,DCC-MCP RenderDoc,included,census:dcc-mcp-renderdoc,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-renderdoc,source-repository,unknown,,2026-08-12,Independent adapter captures frames and derives thumbnail timeline and draw call evidence for visual verification
cand-dcc-mcp-shogun,DCC-MCP Shogun,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-shogun,source-repository,unknown,,2026-08-12,Initial public contract is deliberately read only and returns metadata trajectories without visual decision output
cand-dcc-mcp-sketchup,DCC-MCP SketchUp,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-sketchup,source-repository,unknown,,2026-08-12,Experimental read only foundation lacks live smoke validation and catalog release
cand-dcc-mcp-substance3d-designer,DCC-MCP Substance 3D Designer,included,census:dcc-mcp-substance3d-designer,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-substance3d-designer,source-repository,unknown,,2026-08-12,Embedded adapter creates a rendered procedural PBR material package inside Designer
cand-dcc-mcp-substance3d-painter,DCC-MCP Substance 3D Painter,included,census:dcc-mcp-substance3d-painter,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-substance3d-painter,source-repository,unknown,,2026-08-12,Embedded adapter creates PBR layers applies smart materials saves projects and exports texture sets
cand-dcc-mcp-tiled,DCC-MCP Tiled,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-tiled,source-repository,unknown,,2026-08-12,Current release only discovers sessions and inspects an active item while map mutation is future work
cand-dcc-mcp-touchdesigner,DCC-MCP TouchDesigner,included,census:dcc-mcp-touchdesigner,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-touchdesigner,source-repository,unknown,,2026-08-12,Embedded server traverses operators mutates parameters loads and saves projects and captures viewport evidence
cand-dcc-mcp-tracy,DCC-MCP Tracy,included,census:dcc-mcp-tracy,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-tracy,source-repository,unknown,,2026-08-12,Adapter captures durable profiler traces and turns them into bounded comparative performance evidence
cand-dcc-mcp-unity,DCC-MCP Unity,included,census:dcc-mcp-unity,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-unity,source-repository,unknown,,2026-08-12,Unity package mutates scenes and source with undo and CAS then compiles tests captures and builds delivery artifacts
cand-dcc-mcp-unreal,DCC-MCP Unreal,included,census:dcc-mcp-unreal,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-unreal,source-repository,unknown,,2026-08-12,Engine adapter authors actors assets Blueprints materials cinematics audio gameplay and packaged builds
cand-dcc-mcp-wwise,DCC-MCP Wwise,included,census:dcc-mcp-wwise,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-wwise,source-repository,unknown,,2026-08-12,WAAPI adapter authors interactive audio graphs previews events banks and source controlled work units
cand-dcc-mcp-zbrush,DCC-MCP ZBrush,included,census:dcc-mcp-zbrush,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp-zbrush,source-repository,unknown,,2026-08-12,Host bridge inspects refines remeshes bakes exports and captures turntables for native sculpt state
cand-dcc-mcp-docs,DCC-MCP documentation portal,duplicate,census:dcc-mcp-core,RECURSIVE-018,https://github.com/dcc-mcp/dcc-mcp.github.io,source-repository,unknown,,2026-08-12,Website documents and showcases the existing ecosystem but does not own an additional working artifact
cand-dcc-pipeline-publish,DCC Pipeline Publish,included,census:dcc-pipeline-publish,RECURSIVE-018,https://github.com/dcc-mcp/dcc-pipeline-publish,source-repository,unknown,,2026-08-12,Installable skills bind exports hashes review capture acceptance and game release into durable handoff manifests
cand-dcc-texture-pipeline,DCC Texture Pipeline,included,census:dcc-texture-pipeline,RECURSIVE-018,https://github.com/dcc-mcp/dcc-texture-pipeline,source-repository,unknown,,2026-08-12,Agent skills inspect transform and validate color managed texture artifacts before native material binding
cand-dcc-ui-qt-actions,DCC-MCP Qt UI Actions,included,census:dcc-ui-qt-actions,RECURSIVE-018,https://github.com/dcc-mcp/dcc-ui-qt-actions,source-repository,unknown,,2026-08-12,Installable exact widget action layer mutates legacy DCC UIs and returns scoped screenshot evidence
cand-dcc-ui-qt-inspector,DCC-MCP Qt UI Inspector,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-ui-qt-inspector,source-repository,unknown,,2026-08-12,Read only selector inspector is a support component and cannot complete a correction loop alone
cand-dcc-ui-workflow-memory,DCC-MCP UI Workflow Memory,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/dcc-ui-workflow-memory,source-repository,unknown,,2026-08-12,Stores selector recipes and failures but does not operate or verify a Design artifact itself
cand-dcc-fpt-cli,FPT CLI,duplicate,census:dcc-mcp-fpt,RECURSIVE-018,https://github.com/dcc-mcp/fpt-cli,source-repository,unknown,,2026-08-12,Adapter pins and wraps this execution component while both operate the same Flow Production Tracking graph
cand-dcc-marketplace,DCC-MCP Marketplace,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/marketplace,source-repository,unknown,,2026-08-12,Catalog and installer metadata distribute products but do not provide an ordinary Design artifact loop
cand-dcc-org-metadata,DCC-MCP organization metadata,excluded,,RECURSIVE-018,https://github.com/dcc-mcp/.github,source-repository,unknown,,2026-08-12,Organization profile and community files are repository metadata rather than a product
cand-easyeda-copilot,EasyEDA Copilot,included,census:easyeda-copilot,RECURSIVE-019,https://github.com/biosshot/easyeda-copilot,source-repository,unknown,,2026-08-12,Released EasyEDA Pro extension and MCP bridge mutate the native circuit graph with checkpoints DRC and review-before-apply PCB previews
cand-kicad-happy,KiCad Happy,included,census:kicad-happy,RECURSIVE-019,https://github.com/aklofas/kicad-happy,source-repository,United-States,https://github.com/aklofas,2026-08-12,Installable review skills parse KiCad and fabrication artifacts into provenance-bearing findings and production release gates
cand-motion-previs-studio,Motion Previs Studio,included,census:motion-previs-studio,RECURSIVE-019,https://github.com/wassermanproductions/motion-previs-studio,source-repository,unknown,,2026-08-12,Desktop visual workspace turns selected shots into inspectable pose depth camera and quality evidence with recoverable sessions and deterministic production packs
cand-stem-studio,Stem Studio,excluded,,RECURSIVE-019,https://github.com/wassermanproductions/stem-studio,source-repository,unknown,,2026-08-12,Audio-stem separation and delivery are substantial media engineering but do not evidence a visual or interactive Design artifact authority
cand-blendermcp,BlenderMCP,included,census:blendermcp,RECURSIVE-019,https://github.com/ahujasid/blender-mcp,source-repository,unknown,,2026-08-12,Independently released upstream bridge exposes scene inspection screenshots and native Blender object material and code mutation
cand-preso-ai,Preso AI,included,census:preso-ai,RECURSIVE-019,https://github.com/atharva9167j/preso,source-repository,India,https://github.com/atharva9167j,2026-08-12,Local-first deck editor combines prompt document generation direct manipulation AI remix history and editable PPTX export
cand-deeppcb,DeepPCB,included,census:deeppcb,RECURSIVE-019,https://deeppcb.ai/,first-party,unknown,,2026-08-12,Hosted PCB workspace retains DRC-constrained revision candidates while users stop resume inspect manually protect and download the selected solution
cand-unreal-mcp,Unreal MCP,included,census:unreal-mcp,RECURSIVE-019,https://dev.epicgames.com/documentation/en-us/unreal-engine/unreal-mcp-in-unreal-editor?application_version=5.8,first-party,unknown,,2026-08-12,Official independently surfaced Unreal Editor plugin lets agents mutate native actors lighting and material instances through extensible game-thread tools
cand-gemini-notebook,Gemini Notebook,included,census:gemini-notebook,RECURSIVE-019,https://notebooklm.google/,first-party,unknown,,2026-08-12,Official notebook Studio stages per-slide text layout visual deletion and ordering changes then creates a new versioned deck with PDF and PPTX delivery
cand-office-raccoon,Office Raccoon,included,census:office-raccoon,RECURSIVE-019,https://office.xiaohuanxiong.com/home,first-party,unknown,,2026-08-12,SenseTime office agent exposes a dedicated PPT workflow and editable workbench backed by the separately released SenseNova office skills
cand-wasserman-blockout-mcp,Blockout MCP,duplicate,census:blockout,RECURSIVE-020,https://github.com/wassermanproductions/blockout-mcp,source-repository,unknown,,2026-08-12,Standalone bridge republishes the MCP control surface already bundled with and operating the canonical Blockout project
cand-call-sheet,Call Sheet,excluded,,RECURSIVE-020,https://github.com/wassermanproductions/call-sheet,source-repository,unknown,,2026-08-12,Suite launcher update checker and recent-project index do not author review or deliver a Design artifact
