slug,product,organization,evidence_depth,lifecycle,bucket
mcpyats,MCPyATS,automateyournetwork-mcpyats,source,active,active
mdma,MDMA,mobile-reality-mdma,source,active,active
medpaper-assistant,MedPaper Assistant,medpaper-assistant-team,source,active,active
melaya,Melaya Agent Builder,melaya-agent-builder,architecture,active,active
mengto-agent-skills,Meng To Agent Skills,mengto-skills,source,active,active
merchmate,MerchMate AI,syu-merchmate,source,active,active
mermaid-agent,Mermaid Agent,mermaid-agent-team,source,active,active
mermaid-chart-vscode,Mermaid Chart for VS Code,mermaid-chart-vscode,source,active,active
mermaid-live-desktop,Mermaid Live Desktop,cagri-mermaid-live,source,active,active
mermaid-studio-catfox,MermaidStudio by CatFoxVoyager,mermaid-studio-catfox-team,source,active,active
mermaid-studio-workers,Mermaid Studio on Workers,mermaid-studio-workers-team,source,active,active
mermaidgen,MermaidGen,adimaryanto-mermaidgen,source,active,active
mermaidgenie,MermaidGenie,mermaidgenie-team,source,active,active
mermalaid,Mermalaid,mermalaid-team,source,active,active
mermark-editor,MerMark Editor,mermark-team,source,active,active
michpro-kicad-tools,kicad-tools Agent Skill by Michal Protasowicki,protasowicki-kicad-skill,source,active,active
micracode,Micracode,micracode-product,source,active,active
milestone-designer,Milestone Designer,kenmulford-milestone-designer,source,active,active
millwright,Millwright,raylan-millwright,source,active,active
mimic-ai,Mimic AI,mimic-figma-agent,source,active,active
mimo-canvas,MimoCanvas,mimo-canvas-team,source,active,active
mindgraph,MindGraph,mindgraph-team,source,active,active
mira-animator,Mira Animator,sandeco-mira,source,active,active
miro-prototypes,Miro Prototypes,miro-prototypes,architecture,active,active
misko-circuits,circuits by Misko,misko-circuits,source,active,active
mkitflow,MKitFlow,mkitplug-mkitflow,architecture,active,active
mobirise-ai,Mobirise AI,mobirise-ai,architecture,active,active
modao-ai,墨刀 AI,modao-ai,architecture,active,active
modernui-maker,ModernUI Maker,modernui-maker-product,source,active,active
monet,Monet,het-patel-monet,source,active,active
monogatari,Monogatari,sakalio-monogatari,source,active,active
montevive-penpot-mcp,Montevive Penpot MCP,montevive-penpot-mcp,source,active,active
morfis,Morfis,morfis-snt,architecture,active,active
motion-previs-studio,Motion Previs Studio,wasserman-motion-previs-studio,source,active,active
mowgli,Mowgli,mowgli-spec-driven-design,architecture,active,active
multi-agent-cad,Multi-Agent CAD,pan-chera-mac,source,active,active
mydesign-md,MYDESIGN.MD,mydesignmd-evidence-spec,architecture,active,active
myn8n,MyN8N,myn8n-team,source,active,active
n8n-ai-workflow-builder-w3jdev,N8N AI Workflow Builder by W3JDev,w3jdev-n8n-ai-workflow-builder,source,active,active
n8n-workflow-builder-mcp,n8n Workflow Builder MCP Server,yasin-n8n-workflow-builder,source,active,active
naano-wp-ai-builder,Naano WP AI Website Builder,naano-wordpress-builder,source,active,active
naaviq,Naaviq,chandradot99-naaviq,source,active,active
naklikam,Naklikam,tedysek-naklikam,source,active,active
naksha-studio,Naksha Studio,aditya-naksha-studio,source,active,active
nanadraw,NanaDraw,nanadraw-team,source,active,active
nativebot,NativeBot,eason-nativebot,source,active,active
nature-figure-studio,Nature Figure Studio,chenyuanfan-nature-figure-studio,source,active,active
nature-skills,nature-skills,nature-skills-lineage,source,active,active
nemoclaw-game-factory,NemoClaw Game Factory,nemoclaw-game-factory-product,source,active,active
neo-studio,Neo Studio V2,moodpixel-neo-studio,source,active,active
nexabuild-aqib,NexaBuild by Aqib Ahmed,aqib-nexabuild,source,active,active
next-ai-draw-io,Next AI Draw.io,dayuan-next-ai-draw-io,source,active,active
nextflow-aadithyanas,Nextflow by Aadithyan A.S,aadithyan-nextflow,source,active,active
nextflow-ai-workflow-builder,NextFlow AI Workflow Builder,aman-nextflow,source,active,active
nika-character-studio,Nika Character Studio,hi-unikitty-nika,source,active,active
nimbalyst,Nimbalyst,nimbalyst,source,active,active
nlj-platform,NLJ Platform,nlj-platform-team,source,active,active
no-code-ai-workflow-codexnever,AI Workflow Builder by Codexnever,codexnever-no-code-workflow,source,active,active
node-canvas,Node Canvas,ozoshanniao-node-canvas,source,active,active
nodebase-ai-workflow-builder,NodeBase AI Workflow Builder,nikhil-vs-nodebase,source,active,active
nodemind,NodeMind,kashyap-nodemind,source,active,active
noemuch-bridge,Bridge,noemuch-bridge,source,active,active
noir-dev,NOIR.dev,radz-noir,source,active,active
note-gen,NoteGen,notegen-team,source,active,active
notebooklm-py,notebooklm-py,teng-notebooklm-adapter,source,active,active
nuxt-ai-drawio,Nuxt AI Draw.io,nuxt-ai-drawio-team,source,active,active
nxtbuild,NxtBuild,nxtbuild-product,source,active,active
nyno,Nyno,flowagi-nyno,source,active,active
oboto,Oboto,oboto-surfaces,source,active,active
office-design-toolkit,Office Design Toolkit,astro-office-design,architecture,active,active
office-raccoon,Office Raccoon,sensetime-office-raccoon,architecture,active,active
officebuddy,OfficeBuddy,zhihui-officebuddy,source,active,active
officecli,OfficeCLI,iofficeai-officecli,source,active,active
ogata-ai,ogaTa.ai,ogata-ai-product,source,active,active
oh-my-design,oh-my-design,kwak-seongjae-oh-my-design,source,active,active
okkslides,OkkSlides,autogent-okkslides,architecture,active,active
omnimcp,OmniMCP,travor-omnimcp,source,active,active
one-aida,one.com Aida,one-aida,architecture,active,active
oneui,1UI,oneui-platform,architecture,active,active
onlook,Onlook,onlook,source,active,active
onlyoffice-ai-editors,ONLYOFFICE AI Editors,onlyoffice-ai-editors,source,active,active
onshape-mcp,Onshape MCP,hedless-onshape-mcp,source,active,active
onui,onUI,onui,source,active,active
open-agent-builder,Open Agent Builder,open-agent-builder-team,source,active,active
open-ai-design-agent,Open AI Design Agent,muapi-open-ai-design-agent,source,active,active
open-claude,Open Claude,damien-open-claude,source,active,active
open-codesign,Open CoDesign,opencoworkai,source,active,active
open-design,Open Design,nexu-open-design,source,active,active
open-generative-ui,Open Generative UI,copilotkit-open-generative-ui,source,active,active
open-gumloop,Open Gumloop,composio-open-gumloop,source,active,active
open-pencil,OpenPencil,openpencil,source,active,active
openada,OpenADA,simra-openada,source,active,active
openagent,OpenAgent by DeepFlowAI,deepflowai-openagent,source,active,active
openai-codex,Codex,openai-codex,source,active,active
opencad,OpenCAD,caid-opencad,source,active,active
opencanvas-ai,OpenCanvas,opencanvas-ai-desktop,source,active,active
opendiagram,OpenDiagram,rupam-opendiagram,source,active,active
openflow-ai-studio,OpenFlow,nazih-khelifa-openflow,source,active,active
openflowkit,OpenFlowKit,vrun-openflowkit,source,active,active
openkombai,OpenKombai,hrishikesh-bania-openkombai,source,active,active
openmaic,OpenMAIC,openmaic-team,source,active,active
openmontage,OpenMontage,calesthio-openmontage,source,active,active
openpage,OpenPage,buildingopen-openpage,source,active,active
openpencil-zseven,OpenPencil ZSeven,zseven-w,source,active,active
openscad-agent,OpenSCAD Agent,ian-openscad-agent,source,active,active
opentopos,OpenTopos,yipeng-opentopos,source,active,active
openui,OpenUI,thesys-openui,source,active,active
openvibecoding,OpenVibeCoding,tencent-openvibecoding,source,active,active
opsiforce,Opsiforce,opsima-opsiforce,source,active,active
optiaxiom,Optiaxiom,optimizely-axiom-design-system,source,active,active
opticalmodeler,OpticalModeler,telux-opticalmodeler,source,active,active
orbis,Orbis,orbis-local-first,architecture,active,active
orca-ide,Orca IDE,stably-orca,source,active,active
orchestral-ai,Orchestral AI,binaryshrey-orchestral,source,active,active
osw-studio,OSW Studio,osw-studio-product,source,active,active
owox-data-marts,OWOX Data Marts,owox-data-marts,source,active,active
owox-model-canvas,OWOX Model Canvas,owox-model-canvas,source,active,active
pagegen,PageGen,memfree-pagegen,source,active,active
pagepilot,PagePilot,galih-pratama-pagepilot,source,active,active
panth-pagebuilder-ai,Panth PageBuilder AI,panth-pagebuilder-ai,source,active,active
paper,Paper,lost-coast-paper,architecture,active,active
paper-framework-figure-studio-pro,Paper Framework Figure Studio Pro,c-narcissus-figure-studio,architecture,active,active
paper-to-any-studio,Paper to Any Studio / Nexus,paper-to-any-studio,architecture,active,active
paper-to-schematic,Paper to Schematic,steremberg-paper-schematic,source,active,active
paper2any,Paper2Any,opendcai-paper2any,source,active,active
paper2poster,Paper2Poster,paper2poster-project,source,active,active
paper2slides,paper2slides,inhyeoklee-paper2slides,source,active,active
paraflow,Paraflow,paraflow-product-design,architecture,active,active
partmode,PartMode,bomwiki-partmode,source,active,active
pascal-skills,Pascal Skills,pascal-visual-skills,source,active,active
pbi-cli,pbi-cli,mina-saad-pbi-cli,source,active,active
pcb-agent-teams,PCB-Agent-Teams,zane-pcb-teams,source,active,active
pcba-design-skills,PCBA Design Skills,keitark-pcba-skills,source,active,active
pega-blueprint,Pega Blueprint,pega-blueprint,architecture,active,active
pen-dev,pen.dev,high-agency-pen,architecture,active,active
pen-editor,Pen Editor,dan-rozhkov-pen-editor,source,active,active
penboard,PenBoard,penboard-zseven,source,active,active
penpot,Penpot,penpot-platform,source,active,active
penpot-ai-kit,Penpot AI Kit,penpot-ai-kit,source,active,active
phantom-raffay,PHANTOM by Mohammad Abdul Raffay,phantom-raffay,source,active,active
picwise-ai,PicWise.ai,qutesoft-picwise,architecture,active,active
pigcasso-canvas,Pigcasso Canvas,kevin-lin-pigcasso,source,active,active
pilot-marketing-ai-design-system,Pilot Marketing AI Design System,pilot-marketing-ai-ds,source,active,active
pinvou-agent,Pinvou Agent,pinvou-agent,source,active,active
pippit,Pippit AI Design,bytedance-pippit,architecture,active,active
pitch-craft,Pitch Craft,pitch-craft-product,source,active,active
pix,Pix,skobak-pix,source,active,active
pixelruller,PixelRuller,kalotrapezis-pixelruller,source,active,active
pixso,Pixso,pixso-bosiyunchuang,architecture,active,active
planet-ai-workflow,Planet AI Workflow Builder,dhanu81-planet-ai,source,active,active
plannotator,Plannotator,plannotator-review,source,active,active
playcode,PlayCode AI,playcode-ai-builder,architecture,active,active
plexui-bridge,PlexUI AI Bridge,plexui-token-bridge,architecture,active,active
plumb-mcp,Plumb,tathagat-maitray-plumb,source,active,active
poco,Poco,poco-agent-coworker,source,active,active
polaris-umang,Polaris by Umang,umang-polaris,source,active,active
polysynergy,PolySynergy,dionsnoeijen-polysynergy,source,active,active
posecode,Posecode,posecode-project,source,active,active
power-platform-full-stack-skills,Power Platform Full Stack Skills,scott-power-platform-skills,source,active,active
powerpoint-business,PowerPoint Business,lizheng-powerpoint,source,active,active
ppt-as-code,PPT as Code,russell-ppt-as-code,source,active,active
ppt-design-prompt,PPT Design Prompt,russell-ppt-design-prompt,source,active,active
ppt-master,PPT Master,hugo-he-ppt-master,source,active,active
ppt-saas,PPT SaaS,shibin-ppt-saas,source,active,active
pptist,PPTist,pipipi-pikachu-pptist,source,active,active
pradaslides,PradaSlides,prodige-pradaslides,architecture,active,active
prefab,Prefab,prefect-prefab,source,active,active
premium-vector-icon-designer,Premium Vector Icon Designer,suli-vector-icon,source,active,active
premium-website-generator-edouard,Premium Website Generator by Edouard Kerwing,edouard-premium-generator,source,active,active
presentation-ai,ALLWEONE Presentation AI,allweone-presentation-ai,source,active,active
presentation-app,Presentation App,jerryliu-presentation-app,source,active,active
presentation-skill,Presentation Skill,siril-presentation-skill,source,active,active
presenton,Presenton,presenton-ai-presentations,source,active,active
preso,Preso,preso-presentation-engine,architecture,active,active
preso-ai,Preso AI,atharva-preso-ai,source,active,active
primo,Primo,primo-cms,source,active,active
product-diagram-copilot,Product Diagram Copilot,tuaran-product-diagram,source,active,active
prompt-to-app,Prompt To App,prompt-to-app-builder,architecture,active,active
prompt-to-app-pradeep,Prompt-to-App AI Code Generator by Pradeep,pradeep-prompt-app,source,active,active
prompt-to-design,Prompt.to.design,superun-prompt-to-design,architecture,active,active
prompt-to-ui-sanyam,Prompt to UI by Sanyam Bassi,sanyam-bassi-prompt-to-ui,source,active,active
prompt-to-website-padala,Prompt-to-Website Generator by Varun Padala,padala-prompt-to-website,source,active,active
prompt-ui-ayesha-mahek,Prompt-UI by Ayesha and Mahek,ayesha-mahek-prompt-ui,source,active,active
prompt2cad,Prompt2CAD,prompt2cad-agent,architecture,active,active
prompt2site-jay,Prompt2Site by Jay Sankopal,jay-prompt2site,source,active,active
prompt2ui-sully,Prompt2UI by Sully Omar,sully-prompt2ui,source,active,active
promptcraft-ai,PromptCraft AI,krish-promptcraft,source,active,active
promptly,Promptly,promptly-simran,source,active,active
promptonent,PromptOnent,promptonent-product,source,active,active
prompttoapp-sahil,PromptToApp by Sahil Tanwani,sahil-prompttoapp,source,active,active
promptui-devsakshi,PromptUI by devSakshi022R,promptui-devsakshi-product,source,active,active
promptui-tushar,PromptUI by Tushar Mokal,tushar-promptui,source,active,active
pronghorn,Pronghorn,government-alberta-pronghorn,source,active,active
proofshot,ProofShot,proofshot-lineage,source,active,active
protome,Proto-me,protome-codex-skills,source,active,active
prototype-to-figma-skill,Prototype to Figma Skill,alima-prototype-to-figma,source,active,active
psenger-agent-skills,Philip Senger AI Agent Skills,senger-agent-skills,source,active,active
puck,Puck,puck-editor,source,active,active
qbic,QBIC,qbic-mcp,source,active,active
qoderwork-design,QoderWork Design,qoder,architecture,active,active
qoqo,QoQo,qoqo-distributed,architecture,active,active
qt-agent-skills,Qt Agent Skills,qt-agent-skills,source,active,active
quibly,Quibly,rohit-quibly,source,active,active
quill-ai,Quill AI,tovrr-quill,source,active,active
quilter,Quilter,quilter-pcb,architecture,active,active
quiverai,QuiverAI,quiverai-vector-platform,architecture,active,active
quorve,Quorve,jedidiahdev-quorve,source,active,active
qwen-blender,Qwen MM Plugins Blender,qwen-blender,source,active,active
qwen-freecad,Qwen MM Plugins FreeCAD,qwen-freecad,source,active,active
qwen-video-edit,Qwen MM Plugins Video Edit,qwen-video-edit,source,active,active
ragflow,RAGFlow,infiniflow-ragflow,source,active,active
raj-ai-app-builder,RAJ AI App Builder,raj-cerebras-builder,source,active,active
rampstack-skills,RampStack Brand Build Skills,rampstack-brand-build,source,active,active
react-ai-component-builder-synytsin,React AI Component Builder by Artem Synytsin,synytsin-react-builder,source,active,active
react-component-generator-mohit,React Component Generator by Mohit Kumar,mohit-component-generator,source,active,active
reactor-admineral,Reactor by admineral,admineral-reactor,source,active,active
recombyn,Recombyn,recombyn-canvas-agent,source,active,active
recraft,Recraft,recraft-studio,architecture,active,active
redesignr-ai,Redesignr AI,web5lab-redesignr,architecture,active,active
reel-studio,Reel Studio,reel-agent-video,architecture,active,active
refly,Refly,refly-agentic-workspace,source,active,active
reframe,Reframe,reframe,source,active,active
reicon,Reicon,dev-chauhan-reicon,source,active,active
relume,Relume,relume,architecture,active,active
remotion,Remotion,remotion-agent-era,source,active,active
remotion-ai-video-template,Remotion AI Video Template,remotion-ai-video-template,source,active,active
remotion-prompt-to-motion-graphics,Remotion Prompt to Motion Graphics,remotion-prompt-to-motion-graphics,source,active,active
replay,Replay,replay-recorded-design-system,architecture,active,active
replit-design,Replit Design,replit,architecture,active,active
reqwise-figma-mcp,Reqwise Figma MCP,hoangpm96-reqwise-figma-mcp,source,active,active
resonance-ai,Resonance AI,sjchem-resonance-ai,source,active,active
resource2skill,Resource2Skill,microsoft-resource2skill,source,active,active
resume-matcher,Resume Matcher,resume-matcher-project,source,active,active
retune,Retune,retune,source,active,active
reveal-presentations,Reveal Presentations,goda-reveal-presentations,source,active,active
reversa,Reversa,sandeco-reversa,source,active,active
review-gate,Review Gate,lakshman-review-gate,source,active,active
rfingadam-mcp-blender,RFingAdam mcp-blender,rfingadam-mcp-blender,source,active,active
rflect,RFlect,rfingadam-rflect,source,active,active
rhino-grasshopper-mcp,Rhino Grasshopper MCP,dongwoo-suk-rhino-grasshopper,source,active,active
rhino-mcp,RhinoMCP,reer-rhino-mcp,source,active,active
rivet-design,Rivet,rivet,architecture,active,active
rjwalters-kicad-tools,kicad-tools by Robb Walters,walters-kicad-tools,source,active,active
rocketpen,RocketPen,rocketpen-figma-plugin,architecture,active,active
rocketride,RocketRide,rocketride-pipeline-platform,source,active,active
rocketsmith,RocketSmith,ppak-rocketsmith,source,active,active
rosebud-ai,Rosebud AI,rosebud-game-creator,architecture,active,active
rpaforge,RPAForge,rpaforge-team,source,active,active
ruth-v3,RUTH V3,core-brim-ruth-v3,source,active,active
rw-consulting-ppt,RW Consulting PPT,pikapika-rw-consulting-ppt,source,active,active
ryze-ui-agent-mazhar,Ryze UI Agent by Mohd Mazhar Khan,mazhar-ryze,source,active,active
ryze-ui-generator-rohit,Ryze UI Generator by Rohit Kumar,rohit-ryze,source,active,active
ryzeai-lakshmi,RyzeAI by Lakshmiprasanth,lakshmi-ryzeai,source,active,active
ryzen-ai-anushka,Ryzen AI by Anushka Chaudhary,anushka-ryzen,source,active,active
s-stack,Scott's Dope Skills,tolinski-s-stack,source,active,active
sam-pdf-studio,Sam PDF Studio,wasserman-sam-pdf-studio,source,active,active
sandboxd,sandboxd,tastyeffect-sandboxd,source,active,active
scad-webmcp,SCAD WebMCP,jherr-scad-webmcp,source,active,active
sceneconductor,SceneConductor,kim-sceneconductor,source,active,active
sci-figure,sci-figure,xiao-yuling-sci-figure,source,active,active
scientific-illustrator,Scientific Illustrator,icebird-scientific-illustrator,source,active,active
scifig,SciFig,scifig-platform,architecture,active,active
scriptbreak,ScriptBreak,wasserman-scriptbreak,source,active,active
scylla-diagram-skill,ScyllaDB Diagram Skill,scylla-diagram-skill-team,source,active,active
sdd-de,SDD-DE,roy-sdd-de,source,active,active
sdd-diagram-copilot,SDD Diagram Copilot,sdd-diagram-team,source,active,active
seaslides,SeaSlides,touying-seaslides,source,active,active
seko,Seko,sensetime-seko,architecture,active,active
self-review,Self-Review,motiful-self-review,source,active,active
sensenova-skills,SenseNova Skills,sensenova-office-skills,source,active,active
seo-image-renamer-figma,SEO Image Renamer,wwwhat-seo-image-renamer,architecture,active,active
serendie-ai,Serendie Design System AI,serendie-design-system,source,active,active
serpentine3d,Serpentine3D,banzi-serpentine3d,source,active,active
shad-expo-studio,Shad Expo Studio,limin-shad-expo,source,active,active
shadway,Shadway,shadway-product,source,active,active
shain-design-system-skill,Shain Design System Skill,shain-design-system,architecture,active,active
shain-designer-kit,Shain Designer Kit,shain-designer-kit,source,active,active
shakedroid,Shakedroid,shakedroid,source,active,active
shakespeare,Shakespeare,shakespeare-browser-app-builder,source,active,active
shape,Shape,shape-desktop-ide,source,active,active
shopnest,ShopNest,karanvir-shopnest,source,active,active
silvercraft-ai,SilverCraft AI,yathik-silvercraft,source,active,active
sim,Sim,simstudioai-sim,source,active,active
simcorrect,SimCorrect,caid-simcorrect,source,active,active
simonkurtz-drawio-mcp,Simon Kurtz Draw.io MCP Server,simonkurtz-drawio-mcp,source,active,active
simplecore-board-parity-walk,SimpleCORE Board Parity Walk,simplecore-board-parity,architecture,active,active
simplecore-svg-diagrams,SimpleCORE SVG Diagrams,simplecore-svg-diagrams,source,active,active
simplecore-wireframe-boards,SimpleCORE Wireframe Boards,simplecore-wireframe-boards,source,active,active
sio,Sio,sio-usability-study,architecture,active,active
sirelia,Sirelia,aaron-sirelia,source,active,active
siteforge-ai-maf,SiteForge AI by Maf-Kelvin,maf-kelvin-siteforge,source,active,active
siteforge-ai-psa,SiteForge AI by P Sreyanshu Anupam,psa-siteforge-ai,source,active,active
sitegen-ai-mohamad,SiteGen AI,mohamad-amjad-sitegen,source,active,active
sketch-chat,AI Diagram / Sketch.chat,vishal-sketch-chat,source,active,active
sketchforge,SketchForge,formsmith-sketchforge,source,active,active
skillstead,Skillstead,kyungseo-skillstead,source,active,active
slate,Slate,wasserman-slate,source,active,active
slide-promax,Slide ProMax,dinh-slide-promax,source,active,active
slideagent,SlideAgent / DynaSlide,slideagent-dynaslide,source,active,active
slidefinder,SlideFinder,aymen-slidefinder,source,active,active
slideflow,SlideFlow,xiaoyesoso-slideflow,source,active,active
slides-grab,slides-grab,nomadamas-slides-grab,source,active,active
slidex,SlideX,slidex-presentation,architecture,active,active
smart-mermaid-assistance,Smart Mermaid Assistance,daewu-smart-mermaid,source,active,active
smartmodeler,SmartModeler,yusuf-eminoglu-smartmodeler,source,active,active
smythos-studio,SmythOS Studio,smythos-studio-platform,source,active,active
software-design-mermaid-mcp,Software Design Mermaid MCP,software-design-mermaid-mcp-team,source,active,active
solidpilot,SolidPilot,eyfel-solidpilot,source,active,active
solidworks-ai-cover-generator,SOLIDWORKS AI Cover Generator,regoletto-cover-generator,source,active,active
solidworks-automation-skill,SolidWorks Automation Skill,wzyn-solidworks-automation,source,active,active
soniq,Soniq,rachitt-soniq,source,active,active
soulcanvas,灵境画布,soulcanvas-visual-asset-agent,architecture,active,active
spaceforge,Spaceforge,ron-reiter-spaceforge,source,active,active
spark-to-paper-skills,spark-to-paper-skills,vast-spark-to-paper,source,active,active
sparkbench,SparkBench,photon-sparkbench,source,active,active
sparkui,SparkUI,sparkui-abbaas,architecture,active,active
sparo-os,Sparo OS,gcwing-sparo-os,source,active,active
specula-bos,Specula BOS,specula-bos,architecture,active,active
specula-framework,SPECULA Framework,specula-framework,source,active,active
specula-method,Specula Method,specula-method,source,active,active
specula-skill,SPECULA Skill,specula-skill,source,active,active
squarespace-blueprint,Squarespace Blueprint AI,squarespace-blueprint,architecture,active,active
sre-design,SRE Design,sre-design-team,source,active,active
stagewise,stagewise,stagewise,source,active,active
starrykit,StarryKit,starrykit-visual-design,architecture,active,active
statecraft,Statecraft,statecraft-code-journeys,architecture,active,active
step1,Step1,step1-website-builder,architecture,active,active
stick,Stick,atiqullah-naemi-stick,source,active,active
stitch-clone-khandev,Stitch Clone by Irfan Khan,irfan-stitch-clone,source,active,active
stitch-kit,stitch-kit,booplex-stitch-kit,source,active,active
story-blocks,Story Blocks,story-blocks-team,source,active,active
story-video-editor,Story AI Video Editor,story-movie-agent,architecture,active,active
storyboard-reference-studio,Storyboard Reference Studio,wasserman-storyboard-reference-studio,source,active,active
stride-gpt,STRIDE GPT,stride-gpt-team,source,active,active
stylekit,StyleKit,anx-stylekit,source,active,active
styleseed,StyleSeed,bitjaru-styleseed,source,active,active
subcortex-visualization-skill,Subcortex Visualization Skill,ma-subcortex,source,active,active
subframe,Subframe,subframe,architecture,active,active
substrata,Substrata,gantasmo-substrata,source,active,active
sumi,Sumi,phazur-sumi,source,active,active
super-design-skills,Super Design Skills,nick-super-design-skills,architecture,active,active
superdesign,Superdesign,superdesign,source,active,active
superdesign-mcp,Superdesign MCP Server,jonthebeef-superdesign-mcp,source,active,active
superinterface,Superinterface,superinterface-open-core,source,active,active
superun,Superun,superun-platform,architecture,active,active
svg-creation-skill,SVG Creation Skill,itay-svg-creation,source,active,active
svg-factory,SVG Factory,abdy-svg-factory,source,active,active
svg-icon-skills,SVG Icon Skills,muxia-svg-icons,source,active,active
svgenius-figma,SVGenius for Figma,svgenius-dmitrii-teleganov,architecture,active,active
swark,Swark,swark-team,source,active,active
swe-atlas,SWE Atlas,syahiid-swe-atlas,source,active,active
sylang-studio,Sylang Studio,sylang-studio-team,source,active,active
synapese-25,Synapese 25,synapese-layout-generator,source,active,active
synapse-app-builder,Synapse App Builder,andre-synapse-app-builder,source,active,active
synthesisui,SynthesisUI,synthesisui-contract-system,architecture,active,active
synthezy,Synthezy,pritam-synthezy,source,active,active
syntropy,Syntropy,prateet-mishra-syntropy,source,active,active
system-prompt,System Prompt,codyadam-system-prompt,source,active,active
sysvis-ai,SysVis.AI,sysvis-ai-team,source,active,active
tabularis,Tabularis,tabularis-team,source,active,active
takumi,Takumi,sejal-takumi,source,active,active
talk-to-your-slides,Talk-to-Your-Slides,talk-to-your-slides,source,active,active
talktofigma,TalkToFigma,talktofigma-maintainers,source,active,active
taploop-studio,Taploop Studio,taploop-studio,architecture,active,active
taskstream,TaskStream,jason-zhu-taskstream,source,active,active
taste-skills,Taste-Skills,dragoon-taste,source,active,active
teable,Teable,teable-ai-data-platform,architecture,active,active
techdraw,TechDraw,sai-techdraw,source,active,active
tellr,tellr,databricks-tellr,source,active,active
tempad-dev,TemPad Dev,baidu-efe-tempad-dev,source,active,active
tenali-v1,Tenali v-1,tenali-v1,source,active,active
tencent-codebuddy,CodeBuddy,tencent-cloud-codebuddy,architecture,active,active
terravision,TerraVision,patrick-terravision,source,active,active
tersa,Tersa,vercel-labs-tersa,source,active,active
tesslate-agent-builder,Tesslate Agent Builder,tesslate-agent-builder,source,active,active
tessra,Tessra,ayush-tessra,source,active,active
text-to-cad,Text to CAD,earthtojake-text-to-cad,source,active,active
text-to-cad-coach,Text-to-CAD Coach,jon-text-to-cad-coach,source,active,active
textocad,TextoCAD,gadidokan-textocad,architecture,active,active
thedesign-agent-skills,The Design Project Agent Skills,thedesignproject-agent-skills,source,active,active
thoth-blueprint,Thoth Blueprint,ahs12-thoth,source,active,active
threatatlas,OWASP ThreatAtlas,threatatlas-team,source,active,active
threejs-game-skills,Three.js Game Skills,majid-threejs,source,active,active
throughline,ThroughLine,jordan-pease-throughline,source,active,active
tiangong-ai-decks,Tiangong AI Decks,linan-tiangong-decks,source,active,active
timecapsule-slm,TimeCapsule SLM,microcandella-timecapsule,source,active,active
timecode-agent,TIMECODE-AGENT,ash-timecode-agent,source,active,active
tinystudio,tinyStudio,mr-industries-tinystudio,source,active,active
tldraw,tldraw SDK / Agent Starter Kit,tldraw-sdk,source,active,active
tokvista,Tokvista,tokvista-token-bridge,architecture,active,active
tonone,Tonone,tonone-agent-teams,source,active,active
tooljet,ToolJet,tooljet-platform,architecture,active,active
totalum-ai-app-builder,Totalum AI App Builder Open,totalum-vcaas-builder,architecture,active,active
trace-component-libraries,Trace Symbols and Footprints Libraries,trace-component-platform,architecture,active,active
trace-pcb,Trace,trace-pcb,architecture,active,active
tractstack,TractStack,at-risk-media-tractstack,source,active,active
trae-work,TRAE Work,trae,architecture,active,active
trinity-creative-canvas,Trinity Creative Canvas,profengel-trinity,source,active,active
tuna,Tuna,tuna,source,active,active
turbo-ea,Turbo EA,turbo-ea-team,source,active,active
tutti,Tutti,tutti-shared-agent-workspace,source,active,active
tylina,Tylina,tylina-editor,architecture,active,active
typecraft,TypeCraft,jason-typecraft,architecture,active,active
typeui,TypeUI,typeui-design-context,architecture,active,active
ui-architect-aranees,UI Architect by Anees ur Rehman,aranees-ui-architect,source,active,active
ui-craft,UI Craft,edu-calvo-ui-craft,source,active,active
ui-from-references,UI from References,jetray-ui-references,source,active,active
uichemy,UiChemy,posimyth-uichemy,architecture,active,active
uigen-arshan,UIGen by Arshan Nawaz,arshan-uigen,source,active,active
uimason,UiMason,uimason-app,source,active,active
uix-ai-agent,UIX AI Agent,seeb4coding-uix,source,active,active
uizard,Uizard,uizard,architecture,active,active
uml-flow,UML Flow,josa-uml-flow,source,active,active
uml-tool,UML Tool,goodmorningcoffee-uml,source,active,active
uml-transcoder,UML Transcoder,uml-transcoder-team,source,active,active
unkode,Unkode,unkode-team,source,active,active
uno-studio,Uno Platform Studio / Hot Design,uno-studio,architecture,active,active
unofficial-davinci-mcp,Wasserman's Unofficial DaVinci MCP,wasserman-unofficial-davinci-mcp,source,active,active
unreal-agent-harness,Unreal Agent Harness,simmons-unreal-harness,source,active,active
unreal-blender-mcp,Unreal-Blender MCP,tahooki-unreal-blender,source,active,active
unreal-mcp,Unreal MCP,epic-unreal-mcp,architecture,active,active
usertesting,UserTesting,usertesting-platform,architecture,active,active
uspec,uSpec,redongreen-uspec,source,active,active
ux-pilot,UX Pilot,ux-pilot-design-workflow,architecture,active,active
ux-planner,UX Planner,kyzdes-ux-planner,source,active,active
ux-reviewer,UX Reviewer,swan-ux-reviewer,source,active,active
ux-studio-ai,UX Studio AI,ux-studio-flow-agent,architecture,active,active
ux-ui-agent-skills,UX UI Agent Skills,plugin87-ux-ui-agent-skills,source,active,active
ux-writing-skill,UX Writing Skill,content-designer-ux-writing,source,active,active
uxbot,UXbot,uxbot-product-design-platform,architecture,active,active
