slug,product,organization,product_form,evidence_depth,layer,basis
convertix-ai,Convertix AI,radwa-talaat,ai-app-site-builder,source,H2,personal/community org (radwa-talaat)
copy-design-cli,Copy Design CLI,lxcong,design-code-bridge,source,H2,pattern
cordyceps,Cordyceps,brooks-talley,ai-engineering-design-workspace,source,H2,pattern
cork-board,Cork Board,sam-wasserman,agent-controllable-canvas,source,H2,pattern
cova,Cova,guizimo,standalone-design-agent,source,H2,override:个人开源封面生成应用，浏览器本地持久化。
cr8-xyz,Cr8-xyz,thamsanqa-dreem,standalone-design-agent,source,H2,personal/community org (thamsanqa-dreem)
crafter,Crafter,haozhe-zhao,standalone-design-agent,source,H2,personal/community org (haozhe-zhao)
craftflow,CraftFlow,akameredon,ai-app-site-builder,source,H2,override:个人 Node/HTML 原型项目，服务器内存存储，属开源原型。
creai,CreAI,cristian-araoz,standalone-design-agent,source,H2,personal/community org (cristian-araoz)
creative-forge,Creative Forge,creative-forge,agent-controllable-canvas,source,H2,pattern
crimetryx-ai,CRIMETRYX AI,ar-droid,visual-decision-verification-workspace,source,H2,pattern
ctx-space,Context Space,super-nived,ai-app-site-builder,source,H2,personal/community org (super-nived)
curate,Curate,curate-team,ai-app-site-builder,source,H2,personal/community org (curate-team)
cursor,Cursor,anysphere,agent-platform-design-surface,architecture,H2,pattern
cxdesign-agents,CX Design Agents,bruno-eid,agent-platform-design-surface,source,H2,pattern
cxdesigner,cxDesinger,sean-zhang,standalone-design-agent,source,H2,personal/community org (sean-zhang)
cyclecad,cycleCAD,xupeiwust,ai-engineering-design-workspace,source,H2,pattern
d2-canvas,D2 Canvas,aris-montclair,agent-controllable-canvas,source,H2,pattern
d2c,d2c,d2c-ai,design-code-bridge,source,H2,pattern
dart-design-agent,Dart AI Design Agent,dart,agent-platform-design-surface,architecture,H2,pattern
dataevolver,DataEvolver,pris-cv,standalone-design-agent,source,H2,personal/community org (pris-cv)
datengcad,大腾智能 CAD,dateng,ai-engineering-design-workspace,architecture,H2,pattern
dcc-ai-openai-image,DCC AI OpenAI Image,dcc-mcp,general-agent-visual-tools,source,H2,pattern
dcc-lookdev,DCC LookDev,dcc-mcp,agent-controllable-canvas,source,H2,pattern
dcc-materialx,DCC MaterialX,dcc-mcp,agent-controllable-canvas,source,H2,pattern
dcc-pipeline-publish,DCC Pipeline Publish,dcc-mcp,general-agent-visual-tools,source,H2,pattern
dcc-texture-pipeline,DCC Texture Pipeline,dcc-mcp,general-agent-visual-tools,source,H2,pattern
decibel-designer,Decibel Designer,decibel-systems,design-code-bridge,source,H2,pattern
deckscript,DeckScript,deckscript,agent-controllable-canvas,architecture,H2,pattern
deepdiagram,DeepDiagram,lingyi-chen-ai,standalone-design-agent,source,H2,personal/community org (lingyi-chen-ai)
deeppcb,DeepPCB,instadeep,ai-engineering-design-workspace,architecture,H2,pattern
deepsite,DeepSite,enzostvs,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
delft-ai-toolkit,Delft AI Toolkit,pvanallen,agent-controllable-canvas,source,H2,pattern
dembrandt,Dembrandt,dembrandt,design-code-bridge,source,H2,pattern
design-agents-flow,Design Agents Flow,charlie-ellington,general-agent-visual-tools,architecture,H2,pattern
design-canvas,Design Canvas,design-canvas,visual-decision-verification-workspace,architecture,H2,pattern
design-dna,Design DNA,zanwei,general-agent-visual-tools,source,H2,pattern
design-driven-development,Design-Driven Development,moose-design,design-code-bridge,source,H2,pattern
design-farmer,Design Farmer,hak-lee,general-agent-visual-tools,source,H2,pattern
design-for-ai,design-for-ai,ryan-the-dev,general-agent-visual-tools,source,H2,pattern
design-harness,Design Harness,knuppe-art,design-code-bridge,architecture,H2,pattern
design-jarvis,Design Jarvis,renfei-design,agent-platform-design-surface,source,H2,pattern
design-md-chrome,TypeUI DESIGN.md Extractor,bergside,design-code-bridge,source,H2,pattern
design-md-extractor,DESIGN.md Extractor,jpoindexter,design-code-bridge,source,H2,pattern
design-md-generator,DESIGN.md Generator,jason-hnd,design-code-bridge,source,H2,pattern
design-system-agents,AI Design System Agents,kamil-ziemann,standalone-design-agent,source,H2,personal/community org (kamil-ziemann)
design-system-builder,Design System Builder,signer-labs,general-agent-visual-tools,source,H2,pattern
design-system-docs-generator,Design System Docs Generator,design-system-docs-generator,agent-controllable-canvas,architecture,H2,pattern
design-system-sync,Design System Sync,alexander-burgos,design-code-bridge,architecture,H2,pattern
designcanvas,DesignCanvas,poer2023,agent-controllable-canvas,source,H2,pattern
designflow-ai,DesignFlow AI,mrsmartboy,standalone-design-agent,source,H2,override:个人开源 Figma-like 向量编辑器，原型级实现。
designforge-ai,DesignForge AI,codesbyshi,code-native-visual-ide,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
designmd,DESIGNmd,designmd,design-code-bridge,architecture,H2,pattern
designmd-canvas,DESIGN.md Canvas,christopher-maneu,agent-controllable-canvas,source,H2,pattern
designpowers,Designpowers,owl-listener,general-agent-visual-tools,source,H2,pattern
designpro,Design Pro,onimix,agent-controllable-canvas,source,H2,pattern
deskhand,Deskhand,yuhao-corn,general-agent-visual-tools,source,H2,pattern
despy,Despy,johncakes,code-native-visual-ide,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
deterministic-ai-ui-builder-codeacks,Deterministic AI UI Builder by codeacks,codeacks,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
deterministic-ai-ui-builder-ujjwal,Deterministic AI UI Builder by ujjwal1541,ujjwal1541,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
devin,Devin,cognition,general-agent-visual-tools,architecture,H2,pattern
devoraui,DevoraUI,prit-zalavadiya,standalone-design-agent,source,H2,personal/community org (prit-zalavadiya)
devpilot,DevPilot,princethakarar,code-native-visual-ide,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
diagai,DiagAI,manas-more,general-agent-visual-tools,source,H2,pattern
diagram-ai,Diagram AI,mohamed-badwy,code-native-visual-ide,source,H2,personal/community org (mohamed-badwy)
diagram-copilot-xidoke,Diagram Copilot by xidoke,xidoke,agent-controllable-canvas,source,H2,pattern
diagram-creator-pramit,Diagram Creator,pramit-de,design-code-bridge,source,H2,pattern
diagram-design,Diagram Design,cathryn-lavery,general-agent-visual-tools,source,H2,pattern
diagram-designer-jointjs,AI JointJS Diagram Editor,navidshad,agent-controllable-canvas,source,H2,pattern
diagram-x,Diagram X,narihito,agent-controllable-canvas,source,H2,pattern
diagramai-nihal,DiagramAI by Nihal,nihal-choutapelly,code-native-visual-ide,source,H2,personal/community org (nihal-choutapelly)
diagrams-bunlong,Diagrams,bunlong-heng,code-native-visual-ide,source,H2,personal/community org (bunlong-heng)
diamond-design-ai,Diamond Design AI,queue-solutions,standalone-design-agent,source,H2,personal/community org (queue-solutions)
dipeo,DiPeO,seunghyun-ji,ai-engineering-design-workspace,source,H2,pattern
director,director,dubh3124,general-agent-visual-tools,source,H2,pattern
disenia,DisenIA,disenia,design-code-bridge,architecture,H2,pattern
djasha-system,Djasha System,djasha,design-code-bridge,source,H2,pattern
dograh,Dograh,dograh,ai-engineering-design-workspace,source,H2,pattern
dom-to-pptx,dom-to-pptx,atharva-jagtap,design-code-bridge,source,H2,pattern
donkeywork-agents,DonkeyWork Agents,andyjmorgan,ai-engineering-design-workspace,source,H2,pattern
doodleagent,Doodle Agent,yifank,agent-controllable-canvas,source,H2,pattern
dotgui,dotGUI,dotgui,visual-editor-infrastructure,source,H2,pattern
draftdeckai,DraftDeckAI,muneerali199,standalone-design-agent,source,H2,override:个人（Delhi）维护的开源 AI 文档工作区仓库。
draftwalk,DraftWalk,sammsamy02,ai-engineering-design-workspace,source,H2,pattern
drag-and-swap,Drag-and-Swap,farrelljoswara,ai-engineering-design-workspace,source,H2,pattern
drawio-ai-kit,drawio-ai-kit,sparklabx,general-agent-visual-tools,source,H2,pattern
drawio-codex,AI Diagram Generator / Draw.io Codex,jinseo-lee,design-code-bridge,source,H2,pattern
drawio-figure-replicator,Draw.io Figure Replicator,ai-jiaqian,general-agent-visual-tools,source,H2,pattern
drawio2go,DrawIO2Go,atlas-zeng,standalone-design-agent,source,H2,personal/community org (atlas-zeng)
drawtir,Drawtir,rantir,standalone-design-agent,source,H2,override:自定义许可的自托管仓库项目，档案无订阅定价证据，属组织开源类项目。
dreamforge,DreamForge,notfromaustralia,ai-engineering-design-workspace,source,H2,pattern
drup-aid,Drup-AID,drelf,agent-platform-design-surface,source,H2,pattern
drupal-canvas-plugin,Drupal Canvas Plugin,alphons-jaimon,general-agent-visual-tools,source,H2,pattern
dstoai,DStoAI,dstoai,design-code-bridge,architecture,H2,pattern
easy-uml,Easy UML,lilzeecn,code-native-visual-ide,source,H2,override:开源浏览器 UML/图表应用，个人维护。
easyeda-copilot,EasyEDA Copilot,biosshot,ai-engineering-design-workspace,source,H2,pattern
eda-agent,EDA Agent,salitronic,ai-engineering-design-workspace,source,H2,pattern
edacraft,EDACraft,ephonic,ai-engineering-design-workspace,source,H2,pattern
efecto,Efecto,efecto,agent-controllable-canvas,architecture,H2,pattern
effective-html,Effective HTML,plannotator,general-agent-visual-tools,source,H2,pattern
eigendeck,Eigendeck,dgleich,code-native-visual-ide,source,H2,override:开源桌面/Web 演示编辑器（SQLite 文档），个人维护应用。
electronics-agent-kit,Electronics Agent Kit,o2scale,ai-engineering-design-workspace,architecture,H2,pattern
embodied-scene-generation,Embodied Scene Generation,pudpawat,ai-engineering-design-workspace,source,H2,pattern
enterprise-ai-design-system,Enterprise AI Design System,draiagent,general-agent-visual-tools,source,H2,pattern
eostudio,EoStudio,embeddedos,ai-engineering-design-workspace,source,H2,pattern
erin-ai-workflow-studio,AI Workflow Studio by Erin,erin-workflow-studio-team,ai-engineering-design-workspace,source,H2,pattern
eter,ETER,ignacio-gentili,ai-app-site-builder,architecture,H2,personal/community org (ignacio-gentili)
excalidraw-plugin,Excalidraw Plugin,aryxenv,agent-platform-design-surface,source,H2,pattern
exfig,ExFig,designpipe,design-code-bridge,source,H2,pattern
exportflow,ExportFlow,exportflow,design-code-bridge,architecture,H2,pattern
extract-design-system,extract-design-system,arvind-kishore,design-code-bridge,source,H2,pattern
fablecut,FableCut,ronak-parmar,code-native-visual-ide,source,H2,personal/community org (ronak-parmar)
facade,Facade,facade,ai-engineering-design-workspace,architecture,H2,pattern
fanbox,FanBox,fanbox-contributors,general-agent-visual-tools,source,H2,pattern
fast-code-nova,Nova AI Builder in fast-code,shashi-shekhar-pandey,code-native-visual-ide,source,H2,personal/community org (shashi-shekhar-pandey)
fastbuild123d,FastBuild123d,devon-peroutky,visual-editor-infrastructure,source,H2,pattern
figma-cli,figma-cli,silships,agent-controllable-canvas,source,H2,pattern
figma-relai,Figma Relai,figma-relai,agent-controllable-canvas,source,H2,pattern
figma-to-astro-pipeline,Figma to Astro Pipeline,wyeworks,design-code-bridge,architecture,H2,pattern
figma-to-design-md,Figma to design.md,albert-zhang,design-code-bridge,source,H2,pattern
figma-variables-generator,Figma Variables Generator Ecosystem,shanmus4,agent-controllable-canvas,source,H2,pattern
figmirror,FigMirror,vila-lab,standalone-design-agent,source,H2,personal/community org (vila-lab)
figml,FigML,figml,design-code-bridge,architecture,H2,pattern
figpilot-ai,FigPilot.ai,qutesoft,agent-controllable-canvas,architecture,H2,pattern
figs,FIGS,zhilei-zheng,visual-decision-verification-workspace,source,H2,pattern
figsor,Figsor,asif-kabir,agent-controllable-canvas,source,H2,pattern
figspecs,FigSpecs,figspecs,design-code-bridge,architecture,H2,pattern
figwright,Figwright,roya,design-code-bridge,source,H2,pattern
fireworks-tech-graph,Fireworks Tech Graph,yizhiyanhua-ai,general-agent-visual-tools,source,H2,pattern
flato,Flato,flato,agent-controllable-canvas,architecture,H2,pattern
flaude,Flaude,flaude,agent-controllable-canvas,source,H2,pattern
floagenticai,FloAgenticAI,dearzubi,ai-engineering-design-workspace,source,H2,pattern
flock-agent-orchestrator,Flock,onelevenvy,visual-decision-verification-workspace,source,H2,pattern
floorplan-interior-render,Floor Plan Interior Render,umair-khan,standalone-design-agent,source,H2,personal/community org (umair-khan)
flow-cad,Flow CAD,john-furr,ai-engineering-design-workspace,source,H2,pattern
flow2go,Flow2Go,gusgoooo,standalone-design-agent,source,H2,override:开源本地图编辑器应用，无强制云账号，个人维护。
flowbase,Flowbase,rrs301,agent-platform-design-surface,source,H2,pattern
flowforge,FlowForge,krish-jain,standalone-design-agent,source,H2,personal/community org (krish-jain)
flowforge-ai-daniiel,FlowForge AI by Daniel,daniiel,ai-engineering-design-workspace,source,H2,pattern
flowspect,FlowSpect,lonkins,visual-decision-verification-workspace,source,H2,pattern
fluidcad,FluidCAD,fluid-cad,ai-engineering-design-workspace,source,H2,pattern
fluvara,Fluvara,fluvara,agent-controllable-canvas,architecture,H2,pattern
fluxorai,FluxorAI,priyanshu-paul,ai-engineering-design-workspace,source,H2,pattern
fluxus,Fluxus,lachpawel,agent-controllable-canvas,source,H2,pattern
foblex-flow,Foblex Flow,foblex,visual-editor-infrastructure,source,H2,pattern
forge-dhruv,Forge by Dhruv Bansal,dhruv-bansal,ai-app-site-builder,source,H2,personal/community org (dhruv-bansal)
forge-nihalashetty,Forge by Nihal A. Shetty,nihalashetty,established-visual-platform,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
forge-projects,Forge Projects,naphat-pound,standalone-design-agent,source,H2,personal/community org (naphat-pound)
forgeai-mousewarriors,ForgeAI by Mousewarriors,mousewarriors,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
forgelang,ForgeLang,cloud9ops,ai-engineering-design-workspace,source,H2,pattern
forgent3d,Forgent3D,forgent3d,ai-engineering-design-workspace,source,H2,pattern
forgix,Forgix,tanaya-sherekar,ai-app-site-builder,source,H2,personal/community org (tanaya-sherekar)
forma-ai-service,Forma AI Agent Service,andreyka,ai-engineering-design-workspace,source,H2,pattern
forma-fluens,Forma Fluens,atharva-kulkarni,code-native-visual-ide,source,H2,personal/community org (atharva-kulkarni)
fpga-design-agent,FPGA Design Agent,jacobo-forero,ai-engineering-design-workspace,source,H2,pattern
fracta-agent-builder,FRACTA Visual Agent Builder,asheesh109,agent-platform-design-surface,source,H2,pattern
frame-bucket,Frame Bucket,mckechniep,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
friction,Friction,frictionux,visual-decision-verification-workspace,architecture,H2,pattern
froglips,Froglips,jeritano,code-native-visual-ide,source,H2,override:开源原生 macOS 本地 LLM 工作站应用，个人维护。
front-end-builder-siddhartha,Front-end Builder by Siddhartha Kumar,siddhartha-kumar,ai-app-site-builder,source,H2,personal/community org (siddhartha-kumar)
frontend-slides-editable,Frontend Slides Editable,archlizheng,general-agent-visual-tools,source,H2,pattern
fudge,Fudge,fudge,visual-decision-verification-workspace,architecture,H2,pattern
game-creator,game-creator,playable-intelligence,general-agent-visual-tools,source,H2,pattern
gemcoder-ai,Gemcoder.AI,yuantiao-technology,ai-app-site-builder,architecture,H2,personal/community org (yuantiao-technology)
gemdesign,GemDesign,yuantiao-technology,standalone-design-agent,architecture,H2,personal/community org (yuantiao-technology)
gemini-resume-builder,Gemini Resume Builder,om-kshirsagar,standalone-design-agent,source,H2,personal/community org (om-kshirsagar)
genable,Genable,musec,agent-controllable-canvas,architecture,H2,pattern
generative-ui-app-abhay,Generative UI App by Abhay,abhay-beinex,standalone-design-agent,source,H2,personal/community org (abhay-beinex)
generative-ui-builder-v3rmxni7,Generative UI Builder,nischay-vermani,code-native-visual-ide,source,H2,personal/community org (nischay-vermani)
genesis-highlevel,GENESIS HighLevel App Builder,bhavesh-shrivastav,ai-app-site-builder,source,H2,personal/community org (bhavesh-shrivastav)
genie-ai-website-builder,Genie AI Website Builder,abhishek-agnihotri,ai-app-site-builder,source,H2,personal/community org (abhishek-agnihotri)
genoffice,GenOffice,genspark-ai,agent-platform-design-surface,source,H2,pattern
gensite,GenSite,prathamesh-prasad,ai-app-site-builder,source,H2,personal/community org (prathamesh-prasad)
gensite-ai-devendra,GenSite AI,devendra-reddy,ai-app-site-builder,source,H2,personal/community org (devendra-reddy)
genu-advanced,GenU Advanced,cprince9,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
genui-aman,GenUI by Aman,aman-roniwal,code-native-visual-ide,source,H2,personal/community org (aman-roniwal)
genui-dimple,GenUI by Dimple,dimple-choudhary,code-native-visual-ide,source,H2,personal/community org (dimple-choudhary)
genweb-dhruv,GenWeb by Dhruv Pansuriya,dhruv-pansuriya,ai-app-site-builder,source,H2,personal/community org (dhruv-pansuriya)
genwebai-artibar,GenWebAI by Artibar,artibar,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
getui-ai,GetUI.ai,jayesh,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
ghost-ai,Ghost AI,javascript-mastery,ai-engineering-design-workspace,source,H2,pattern
ghosted,Ghosted,megasupersoft,code-native-visual-ide,source,H2,override:开源桌面开发工作区应用（Electron 加 pi agent），个人维护。
gia-co-design,Gia-co-Design,alpha1-design,standalone-design-agent,source,H2,override:开源浏览器 UI 设计工作室（BYOK、本地存储），个人维护。
giselle,Giselle,giselles-ai,agent-platform-design-surface,source,H2,pattern
gitary,Gitary,peiiii,agent-platform-design-surface,source,H2,pattern
gloria,Gloria,gloria,agent-controllable-canvas,architecture,H2,pattern
gnr8,GNR8,srayash,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
gnucleus,gNucleus,gnucleus-ai,ai-engineering-design-workspace,architecture,H2,pattern
google-adk-nocode,No-Code ADK Interface,abhishek-kumar-35,design-code-bridge,source,H2,pattern
gpt4-landing-page-creator-renzo,GPT-4 Landing Page Creator,renzo-nogueira,ai-app-site-builder,source,H2,personal/community org (renzo-nogueira)
graph-ai,Graph AI,musashimiyomoto,established-visual-platform,source,H2,override:开源视觉工作流产品（版本化运行快照），个人维护仓库。
graphini,Graphini,magnova-research,code-native-visual-ide,source,H2,personal/community org (magnova-research)
grills,Grills,grillsdev,standalone-design-agent,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
gstack,gstack,garry-tan,general-agent-visual-tools,source,H2,pattern
gstack-game,gstack-game,fagemx,visual-decision-verification-workspace,source,H2,pattern
hands-on-deck,hands-on-deck,every,agent-controllable-canvas,source,H2,pattern
hangover,Hangover,arnav-chhabra,ai-engineering-design-workspace,source,H2,pattern
hascode-ui,HasCode UI,lutfi-haslab,standalone-design-agent,source,H2,personal/community org (lutfi-haslab)
heliosgen,HeliosGen,segfault42,established-visual-platform,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
hemline,Hemline,hemline,ai-engineering-design-workspace,architecture,H2,pattern
heroui,HeroUI,heroui,design-code-bridge,source,H2,pattern
heuristic-ai,Heuristic AI,donghuc,visual-decision-verification-workspace,source,H2,pattern
hexcode,HexCode,hexcode-team,ai-app-site-builder,source,H2,personal/community org (hexcode-team)
heym,Heym,heymrun,established-visual-platform,source,H2,override:开源视觉工作流平台 monorepo，源码级证据，无商业订阅证据。
homebrain,HomeBrain,mefree2098,ai-engineering-design-workspace,source,H2,pattern
homemaker,Homemaker,bayllama,standalone-design-agent,source,H2,override:开源浏览器 3D 室内工作区，项目目录为权威，个人维护。
homeverse,HomeVerse,anisha-paturi,standalone-design-agent,source,H2,personal/community org (anisha-paturi)
hozo,HOZO,dentsu-digital,design-code-bridge,architecture,H2,pattern
html-ai-diagram-editor,HTML AI Diagram Editor,pulipuli-chen,code-native-visual-ide,source,H2,personal/community org (pulipuli-chen)
html-anything,HTML Anything,nexu-io,standalone-design-agent,source,H2,personal/community org (nexu-io)
html-video,HTML Video,nexu-io,standalone-design-agent,source,H2,personal/community org (nexu-io)
huashu-design,Huashu Design,huashu,general-agent-visual-tools,source,H2,pattern
human-control-plane,Human Control Plane,kevin-astuhuaman,visual-decision-verification-workspace,source,H2,pattern
hustl3,Hustl3,nisargpatel7042lva,agent-platform-design-surface,source,H2,pattern
hycanvas,HyCanvas,hyscaler,standalone-design-agent,source,H2,override:ELv2 源码可用的自托管视觉平台，档案以仓库与自托管能力为证据，属开源类项目。
hype,Hype,lokis-minions,code-native-visual-ide,source,H2,personal/community org (lokis-minions)
hyperplane,Hyperplane,hyperplane-design,visual-decision-verification-workspace,architecture,H2,pattern
i-love-agents,I Love Agents,aditthyass,ai-engineering-design-workspace,source,H2,pattern
icezone-studio,IceZone Studio,icezone,standalone-design-agent,source,H2,override:开源节点画布应用，组织维护仓库。
icon-design,Icon Design,kalebtec-studio,standalone-design-agent,source,H2,personal/community org (kalebtec-studio)
ideaship,Ideaship,nathan-lu,ai-app-site-builder,source,H2,personal/community org (nathan-lu)
idem,Idem,idem-ai,ai-app-site-builder,source,H2,personal/community org (idem-ai)
image-ppt-king,Image-PPT-King,tate-zhou-siu,standalone-design-agent,source,H2,personal/community org (tate-zhou-siu)
image-split,Image Split,tate-zhou-siu,visual-editor-infrastructure,source,H2,pattern
image-to-pptx,Image to PPTX,perpetualhui,general-agent-visual-tools,source,H2,pattern
image-to-react-iwahid,Image to React Component Converter by Imroz Wahid,imroz-wahid,design-code-bridge,source,H2,pattern
image-to-shape-safe-svg,Image to Shape-Safe SVG,perpetualhui,general-agent-visual-tools,source,H2,pattern
image-to-svg,Image to SVG,zyipeng,general-agent-visual-tools,source,H2,pattern
imagegen-pptx-pipeline,ImageGen PPTX Pipeline,eddy-zhang,standalone-design-agent,source,H2,personal/community org (eddy-zhang)
img2pptx,img2pptx,wenxuan-xie,standalone-design-agent,architecture,H2,personal/community org (wenxuan-xie)
inescop-footwear,INESCOP footwear prototype,inescop-iti,ai-engineering-design-workspace,architecture,H2,pattern
inkeep-agents,Inkeep Agents,inkeep,ai-engineering-design-workspace,source,H2,pattern
inlumen,inLUMEN,datapact,agent-controllable-canvas,source,H2,pattern
insightiq,InsightIQ Marketing Studio,nandu-priya,established-visual-platform,source,H2,personal/community org (nandu-priya)
instantsite-ai,InstantSite AI,datta-sable,ai-app-site-builder,source,H2,personal/community org (datta-sable)
integrated-saas-design-agent,Integrated SaaS Design Agent,ashishbishnoi18,visual-decision-verification-workspace,source,H2,pattern
intellibuild,IntelliBuild,upendra-coder,ai-app-site-builder,source,H2,personal/community org (upendra-coder)
intellidraw,IntelliDraw,wangfenghuan,established-visual-platform,source,H2,override:开源 draw.io 团队工作区（CRDT 协作），个人维护。
intent-design,Design with Intent,ghaida-zahran,general-agent-visual-tools,source,H2,pattern
interactive-architecture-diagrams,Interactive Architecture Diagrams,konrad-dzbik,agent-platform-design-surface,source,H2,pattern
interview-forge,InterviewForge,azaddon,visual-decision-verification-workspace,source,H2,pattern
ipollowork,iPolloWork,devin-axis,agent-platform-design-surface,source,H2,pattern
ives,ives,lenxism,general-agent-visual-tools,source,H2,pattern
jaaz,Jaaz,jaaz,agent-controllable-canvas,source,H2,pattern
jeda,Jeda.ai,jeda,agent-controllable-canvas,architecture,H2,pattern
jihan-ai-web-builder,Jihan AI Web Builder,jihan-gajjar,ai-app-site-builder,source,H2,personal/community org (jihan-gajjar)
jmpy-me,JMPY.me,jmpy,agent-controllable-canvas,architecture,H2,pattern
jonfermin-cadsmith,Jon Fermin cadsmith,jonathan-fermin,ai-engineering-design-workspace,source,H2,pattern
joysafeter,JoySafeter,jd-com,ai-engineering-design-workspace,source,H2,pattern
k2-vibe,K2 Vibe,hatif-osmani,ai-app-site-builder,source,H2,personal/community org (hatif-osmani)
kadnya,Kadnya,ctar,design-code-bridge,source,H2,pattern
kami,Kami,tw93,general-agent-visual-tools,source,H2,pattern
kanvas-obsidian,Kanvas,xmihura,agent-controllable-canvas,source,H2,pattern
kedar-ai-workflow-studio,AI Workflow Studio by Kedar Vartak,kedar-vartak,ai-engineering-design-workspace,source,H2,pattern
kgents,Kgents,ugo5738,agent-platform-design-surface,source,H2,pattern
ki-stack,Ki-Stack,milind-sharma,ai-engineering-design-workspace,source,H2,pattern
kicad-copilot,KiCad Copilot,biosshot,ai-engineering-design-workspace,source,H2,pattern
kicad-cursor,kicad-cursor,elli-furedy,ai-engineering-design-workspace,architecture,H2,pattern
kicad-happy,KiCad Happy,aklofas,visual-decision-verification-workspace,source,H2,pattern
kicad-schematic-kenchan,kicad-schematic by Ken Chan,ken-chan,ai-engineering-design-workspace,source,H2,pattern
kicadai,KiCadAI,davin-hills,ai-engineering-design-workspace,source,H2,pattern
kimi-office,Kimi Docs Sheets and Slides,moonshot-ai,agent-platform-design-surface,architecture,H2,pattern
kleva,Kleva,bamideleo,ai-app-site-builder,source,H2,override:个人维护的 AI 网站构建器源码仓库，可自行部署，属开源项目。
knowforge,KnowForge,khusburai28,general-agent-visual-tools,source,H2,pattern
kombai,Kombai,kombai,agent-platform-design-surface,architecture,H2,pattern
konnect,Konnect,mixelpixx,ai-engineering-design-workspace,source,H2,pattern
kroneditor,KronEditor,krontek,ai-engineering-design-workspace,source,H2,pattern
kyh-ai-canvas,AI Canvas by Kaiyu Hsu,kyh-ai-canvas,visual-editor-infrastructure,source,H2,pattern
kyndryl-agent-builder,Kyndryl Consult Agent Builder for Modernization,kyndryl,design-code-bridge,source,H2,pattern
landingforge,LandingForge,amarhouse,ai-app-site-builder,source,H2,override:个人或社区维护、可自托管部署的开源项目（复核汇总）
lanhu-to-code,Lanhu to Code,ursazoo,design-code-bridge,source,H2,pattern
launchlayer-ai,LaunchLayer AI,lukas-wilson,ai-app-site-builder,source,H2,personal/community org (lukas-wilson)
layer-first-raster-to-svg,Layer-First Raster to SVG,pipi-22,design-code-bridge,source,H2,pattern
layermate,Layermate,layermate,design-code-bridge,architecture,H2,pattern
layout,Layout,layout-design,design-code-bridge,architecture,H2,pattern
leon-ai-agent-builder,AI Agent Builder by Leon,leon-hypers,ai-engineering-design-workspace,source,H2,pattern
lightlang-workflow-builder,LightLang AI Workflow Builder,reasonmethis,agent-platform-design-surface,source,H2,pattern
lineforge,lineforge,rfingadam,ai-engineering-design-workspace,source,H2,pattern
litho,Litho,sopaco,agent-platform-design-surface,source,H2,pattern
live-diagramming-copilot,Live Diagramming Copilot,ben-feely,agent-platform-design-surface,source,H2,pattern
livediagram,LiveDiagram,livediagram,agent-controllable-canvas,source,H2,pattern
llm-website-generator-yuzai,LLM Website Generator by Yuzai Akira,akira-yuzai,code-native-visual-ide,source,H2,personal/community org (akira-yuzai)
llmo-diagram-generator,LLMO AI Diagram Architect,nova-cx23,code-native-visual-ide,source,H2,override:开源本地应用（Streamlit 加 Ollama 加 SQLite），个人维护。
local-design-canvas,Local Design Canvas,nguyen-yen-linh,standalone-design-agent,source,H2,personal/community org (nguyen-yen-linh)
local-visual-agent-workflow,Local Visual Agent Workflow,amiteshkch,ai-engineering-design-workspace,source,H2,pattern
localoffice,LocalOffice,zohaib-usmani,agent-platform-design-surface,source,H2,pattern
loom-architecture,Loom Architecture Weaver,flyingcat-studio,ai-engineering-design-workspace,source,H2,pattern
loomic,Loomic,loomic,agent-controllable-canvas,source,H2,pattern
lovart,Lovart,lovart,agent-controllable-canvas,architecture,H2,pattern
luma-ai-studio,LUMA AI Studio,krishal-karna,ai-app-site-builder,source,H2,personal/community org (krishal-karna)
lunima,Lunima,aignermax,ai-engineering-design-workspace,source,H2,pattern
lzbot-5000,LZBot 5000,chungos,general-agent-visual-tools,source,H2,pattern
m2-canvas,M2 Canvas,m2,agent-controllable-canvas,architecture,H2,pattern
maf-agent-builder-canvas,MAF Agent Builder Canvas,dcnsakthi,ai-engineering-design-workspace,source,H2,pattern
magicpath,MagicPath,newcompute,agent-controllable-canvas,architecture,H2,pattern
