wave_id,candidate_id,selection_stratum,selection_reason,outcome,reviewed_on,decisive_evidence
VERIFY-053,cand-unreal-blender-mcp,cross-dcc-native-authorities,Tests upstream reuse against an independent two-host product,included,2026-08-12,New server and Unreal plugin coordinate separate Blender and Unreal graphs through host-specific connections
VERIFY-053,cand-artclaw-bridge,multi-dcc-tool-lifecycle,Tests raw Python bridges against a managed creative-tool product,included,2026-08-12,Shared core in-editor chat session persistence skill sync and tool publish lifecycle span verified DCC hosts
VERIFY-053,cand-ai-forge-mcp,commercial-multi-dcc-pipeline,Tests architecture claims for full concept-to-engine delivery,included,2026-08-12,Public contract exposes orchestrated DCC stages 3D annotation rig scoring and approve reject redo gates
VERIFY-053,cand-blender-mcp-server-namurokuro,thread-safe-host-adapter,Tests tool quantity against safe native mutation,included,2026-08-12,Embedded queue monitoring and modeled operations resolve agent calls into the authoritative Blender scene
VERIFY-053,cand-blender-orchestrator,spatially-grounded-blender,Tests visual creation for explicit scene reasoning,included,2026-08-12,Semantic queries collision checks dimensions ASCII views and renders provide complementary correction evidence
VERIFY-053,cand-blockout,deterministic-ai-previs,Tests a dedicated planning artifact against downstream video generation,included,2026-08-12,Versionable blocking and shot state deterministically emits motion depth still prompt metadata and ComfyUI packages
VERIFY-053,cand-dcc-mcp-blender,typed-ecosystem-adapter,Tests ecosystem branding against independent host release and artifact graph,included,2026-08-12,Blender extension package dispatcher capability manifest snapshots and render jobs form a complete adapter product
VERIFY-053,cand-blender-scene-agent,multi-transport-scene-agent,Tests chat voice and Teams surfaces for one persistent authority,included,2026-08-12,All transports share a per-conversation VM Blender scene and common screenshot render and save tools
VERIFY-053,cand-rhino-mcp,nurbs-host-bridge,Tests prompt operation against native exact geometry,included,2026-08-12,Rhino-side socket MCP tools layer and screenshot inspection mutate the live document while Grasshopper remains unclaimed
VERIFY-053,cand-serpentine3d,ai-native-nurbs-editor,Tests a full manual editor and agent surface against one precise model,included,2026-08-12,OpenCASCADE BREP scene commands previews analysis recovery and MCP share the versionable serp artifact
VERIFY-053,cand-cr8-xyz,streamed-blender-platform,Tests browser pixels against persistent native scene control,included,2026-08-12,WebRTC viewport BLAZE capability discovery render endpoints and blend storage preserve Blender as authority
VERIFY-053,cand-auroraview,dcc-ui-infrastructure-boundary,Tests agent-managed WebViews against visual authoring,excluded,2026-08-12,Framework embeds and controls DCC UI windows but defines no user creation artifact or correction lifecycle
VERIFY-053,cand-posecode,text-authoritative-motion,Tests a new visual format for deterministic and agentic authoring,included,2026-08-12,Posecode source parser renderer diagnostics eval and MCP share one inspectable movement contract
VERIFY-053,cand-blender-live-agent-build,recorded-build-boundary,Tests reusable scripts against a released authoring system,excluded,2026-08-12,One carriage scene and agentkit are documented while the live operational bridge is omitted and externally owned
VERIFY-053,cand-jithin-blender-skill,independent-workflow-companion,Tests a skill layer that depends on a known transport,included,2026-08-12,Own install manifests modeling patterns milestone rules and viewport utilities add a recurring correction contract
VERIFY-053,cand-dataevolver,visual-dataset-construction,Tests research code for an independently usable visual artifact loop,included,2026-08-12,Bounded VLM actions repair Blender scenes and deliver structured RGB depth normal mask and metadata artifacts
VERIFY-054,cand-adobepy,shared-runtime-product-boundary,Tests a common component against direct standalone host mutation,included,2026-08-12,Broker REPL Python SDK and UXP or CEP bridges directly edit multiple Adobe native document graphs
VERIFY-054,cand-dcc-ai-hunyuan3d,generation-wrapper-boundary,Tests cloud job submission against editable 3D authority,excluded,2026-08-12,Only submit and query tools are published and downstream hosts own all model correction
VERIFY-054,cand-dcc-ai-openai-image,texture-generation-edit-loop,Tests media generation against a Design specific iterative handoff,included,2026-08-12,Separate generate and edit tools preserve reference inputs and emit texture AssetDescriptors for DCC continuation
VERIFY-054,cand-dcc-ai-tripo3d,generation-wrapper-boundary,Tests cloud task handling against editable 3D authority,excluded,2026-08-12,Create inspect and download calls expose no retained model graph or revision operation
VERIFY-054,cand-dcc-asset-ambientcg,asset-provider-boundary,Tests source acquisition against artifact ownership,excluded,2026-08-12,Search and download return third party assets while another DCC owns creation
VERIFY-054,cand-dcc-asset-blender-extensions,asset-provider-boundary,Tests extension discovery against Design authoring,excluded,2026-08-12,Provider installs external extensions and has no editable visual artifact of its own
VERIFY-054,cand-dcc-asset-free-media,asset-provider-boundary,Tests stock media retrieval against creative workspace ownership,excluded,2026-08-12,Media and templates are handed off as inputs with no internal correction loop
VERIFY-054,cand-dcc-asset-geospatial,asset-provider-boundary,Tests geospatial sourcing against scene authoring,excluded,2026-08-12,Provider returns source assets and delegates every scene mutation downstream
VERIFY-054,cand-dcc-asset-gltf-samples,asset-provider-boundary,Tests validation fixtures against a user creation loop,excluded,2026-08-12,Sample assets support testing but the repository owns no user artifact
VERIFY-054,cand-dcc-asset-godot-store,asset-provider-boundary,Tests store access against project editing,excluded,2026-08-12,Search and download stop before any Godot scene or project operation
VERIFY-054,cand-dcc-asset-google-scanned,asset-provider-boundary,Tests scanned object retrieval against model authoring,excluded,2026-08-12,Repository supplies external meshes without edit or refinement state
VERIFY-054,cand-dcc-asset-kenney,asset-provider-boundary,Tests pack retrieval against game authoring,excluded,2026-08-12,Downloaded packs are inputs and no project graph is created or changed
VERIFY-054,cand-dcc-asset-nasa3d,asset-provider-boundary,Tests public resource retrieval against Design ownership,excluded,2026-08-12,Tools preserve usage notices and files but expose no authoring authority
VERIFY-054,cand-dcc-asset-objaverse,asset-provider-boundary,Tests corpus browsing against editable model work,excluded,2026-08-12,Annotation and GLB download capabilities are read and retrieval only
VERIFY-054,cand-dcc-asset-pirate-nation,asset-provider-boundary,Tests sparse first-party repository against evidenced product loop,excluded,2026-08-12,Repository identity indicates an asset package and documents no authoring surface
VERIFY-054,cand-dcc-asset-polyhaven,asset-provider-boundary,Tests CC0 library access against Design authoring,excluded,2026-08-12,Model HDRI and texture downloads are handed to other products for editing
VERIFY-054,cand-dcc-asset-quaternius,asset-provider-boundary,Tests asset inspection against artifact mutation,excluded,2026-08-12,Pack search and inspection never create or revise a scene
VERIFY-054,cand-dcc-asset-sketchfab,asset-provider-boundary,Tests licensed download against an independent loop,excluded,2026-08-12,Attribution aware download still leaves the model graph entirely external
VERIFY-054,cand-dcc-asset-smithsonian3d,asset-provider-boundary,Tests open collection access against creation,excluded,2026-08-12,CC0 file retrieval is acquisition rather than Design work
VERIFY-054,cand-dcc-cua,exact-window-correction-runtime,Tests generic computer use against a Design specific visual loop,included,2026-08-12,Fresh observation fences exact window grants screenshots and Maya or Unreal profiles support verified correction
VERIFY-054,cand-dcc-lookdev,cross-host-workflow-product,Tests a workflow package against independent install and artifact effects,included,2026-08-12,Turntable skill builds a calibrated PBR stage and two phase review sequence in the active DCC
VERIFY-054,cand-dcc-materialx,portable-material-authority,Tests a skill against a durable domain artifact,included,2026-08-12,Tools create inspect and validate Standard Surface MTLX documents used across host pipelines
VERIFY-054,cand-dcc-mcp-3dsmax,typed-ecosystem-adapter,Tests host package against a complete native artifact loop,included,2026-08-12,Typed mesh material animation scene and render skills mutate and persist 3ds Max state
VERIFY-054,cand-dcc-mcp-aftereffects,typed-ecosystem-adapter,Tests Adobe bridge against motion authoring and delivery,included,2026-08-12,Composition layer text keyframe effect and render queue operations form a native project loop
VERIFY-054,cand-dcc-mcp-agent-plugins,distribution-identity,Tests current Skill ownership against a second product graph,duplicate,2026-08-12,Plugin suite packages operator and creator instructions for the DCC-MCP Core runtime
VERIFY-054,cand-dcc-mcp-cache-inspector,disabled-parser-boundary,Tests claimed inspection against usable public behavior,excluded,2026-08-12,README states parsing is disabled and every nonempty cache raises UnsupportedFormatError
VERIFY-054,cand-dcc-mcp-cinema4d,typed-headless-adapter,Tests headless automation against a native scene lifecycle,included,2026-08-12,Staged C4D documents are created validated rendered exported and atomically promoted
VERIFY-054,cand-dcc-mcp-comfyui,workflow-graph-adapter,Tests generator access against structured artifact authority,included,2026-08-12,Workflow JSON is validated submitted and traced to job outputs while ComfyUI retains graph semantics
VERIFY-054,cand-dcc-mcp-core,creative-control-plane,Tests shared infrastructure against an independent user product boundary,included,2026-08-12,Gateway CLI Admin UI jobs artifacts policies and Skills form a separately released operating product
VERIFY-054,cand-dcc-mcp-fpt,production-coordination-adapter,Tests nonvisual records against Design coordination and delivery,included,2026-08-12,Typed CRUD notes batch and schema operations mutate the shared production project graph
VERIFY-054,cand-dcc-mcp-freecad,parametric-host-adapter,Tests native CAD mutations and failure semantics,included,2026-08-12,FCStd creation recompute validation dependency safe edits and atomic copy preserve engineering authority
VERIFY-054,cand-dcc-mcp-gimp,read-only-adapter-boundary,Tests active image inspection against an ordinary correction loop,excluded,2026-08-12,README explicitly defers image mutation and export beyond the first release
VERIFY-054,cand-dcc-mcp-godot,game-authoring-adapter,Tests engine control against scene creation and delivery,included,2026-08-12,Typed editor scene UI animation runtime QA and export operations use undo save and validation
VERIFY-054,cand-dcc-mcp-houdini,procedural-host-adapter,Tests node automation against scene authority and evidence,included,2026-08-12,Embedded main thread tools author node chains run HDAs render outputs and save projects
VERIFY-054,cand-dcc-mcp-illustrator,vector-host-adapter,Tests DOM coverage against editable vector authority,included,2026-08-12,Artwork tools edit text and path points while document and export skills persist AI PDF EPS SVG and raster outputs
VERIFY-054,cand-dcc-mcp-katana,read-only-adapter-boundary,Tests project save against actual node authoring,excluded,2026-08-12,Current tool set only inspects lists and saves unchanged Katana projects
VERIFY-054,cand-dcc-mcp-krita,read-only-adapter-boundary,Tests image inspection against painting or export,excluded,2026-08-12,README explicitly limits the first release to bridge status image listing and active image inspection
VERIFY-054,cand-dcc-mcp-mari,texture-authoring-adapter,Tests production host bridge against native lookdev work,included,2026-08-12,Project geometry channel layer node shader and texture export groups support end to end mutation
VERIFY-054,cand-dcc-mcp-marmoset,lookdev-host-adapter,Tests renderer integration against reviewable scene work,included,2026-08-12,Model import PBR assignment camera framing diagnostics rendering and save were validated in a live Toolbag case
VERIFY-054,cand-dcc-mcp-material-maker,read-only-adapter-boundary,Tests procedural material branding against implemented tools,excluded,2026-08-12,Published tools only report bridge state and inspect an item while mutation remains future work
VERIFY-054,cand-dcc-mcp-maya,broad-host-adapter,Tests mature adapter against native scene and pipeline authority,included,2026-08-12,Progressively loaded mesh UV material rig animation dynamics render export and project skills operate Maya
VERIFY-054,cand-dcc-mcp-maya-advancedskeleton,independent-rigging-skill,Tests companion package against a distinct artifact workflow,included,2026-08-12,FitSkeleton creation configuration Build and ReBuild produce reusable rigs with a recorded animation acceptance case
VERIFY-054,cand-dcc-mcp-maya-mgear,independent-rigging-skill,Tests companion package against install and template authority,included,2026-08-12,Separate marketplace package creates Shifter guides builds rigs and imports or exports templates
VERIFY-054,cand-dcc-mcp-maya-procedural-architecture,independent-procedural-skill,Tests domain workflow against a generic Maya adapter component,included,2026-08-12,Seeded style and look parameters generate bounded Bifrost houses with PBR assets lighting and orbit evidence
VERIFY-054,cand-dcc-mcp-mobu,read-only-adapter-boundary,Tests save support against scene authoring,excluded,2026-08-12,Inspect list and save are the entire public surface and no model or animation edit exists
VERIFY-054,cand-dcc-mcp-nuke,compositing-host-adapter,Tests node graph control against a visual correction loop,included,2026-08-12,Layer scoped grades Gizmo packaging live validation render and explicit script save form a compositor workflow
VERIFY-054,cand-dcc-mcp-openscad,parametric-pipeline-adapter,Tests nonediting CLI control against parameter driven engineering output,included,2026-08-12,Bounded parameters drive validation PNG preview and atomic multi format geometry export from SCAD authority
VERIFY-054,cand-dcc-mcp-openusd,portable-scene-authority,Tests headless tooling against native structured authoring,included,2026-08-12,Stage prim transform material camera light animation composition validation and packaging tools own USD changes
VERIFY-054,cand-dcc-mcp-photoshop,raster-host-adapter,Tests Adobe bridge against layered document authority,included,2026-08-12,Document layer text selection filter smart object save and export operations are typed through UXP
VERIFY-054,cand-dcc-mcp-premiere,read-only-adapter-boundary,Tests sequence listing against timeline editing,excluded,2026-08-12,Adapter has no clip sequence effect or render mutation beyond saving the project
VERIFY-054,cand-dcc-mcp-renderdoc,visual-verification-adapter,Tests profiler tooling against durable visual decision evidence,included,2026-08-12,Frame capture inspection thumbnail timeline and resource exports preserve hashable review artifacts
VERIFY-054,cand-dcc-mcp-shogun,read-only-motion-boundary,Tests trajectory access against visual review or authoring,excluded,2026-08-12,Host rejected mutation APIs and released tools return only metadata marker and bone data
VERIFY-054,cand-dcc-mcp-sketchup,unvalidated-adapter-boundary,Tests experimental repository against release and live operation,excluded,2026-08-12,README marks it read only outside the catalog and requires a future real host smoke
VERIFY-054,cand-dcc-mcp-substance3d-designer,procedural-material-adapter,Tests narrow tool surface against a complete material artifact,included,2026-08-12,Embedded main thread skill creates a rendered procedural PBR material package and exposes session state
VERIFY-054,cand-dcc-mcp-substance3d-painter,texture-painting-adapter,Tests host integration against authoring and export,included,2026-08-12,Project skill creates fill layers applies resources saves SPP and exports texture presets
VERIFY-054,cand-dcc-mcp-tiled,read-only-adapter-boundary,Tests map editor branding against implemented map changes,excluded,2026-08-12,README exposes only bridge state and active item inspection and defers mutation
VERIFY-054,cand-dcc-mcp-touchdesigner,node-graph-host-adapter,Tests scripting bridge against visual project authority,included,2026-08-12,Operator hierarchy parameter writes project file operations and TOP or viewport captures close the loop
VERIFY-054,cand-dcc-mcp-tracy,performance-evidence-adapter,Tests trace analysis against visual product verification,included,2026-08-12,Owned capture and CSV summarization create durable comparative timing evidence for games and DCC runtimes
VERIFY-054,cand-dcc-mcp-unity,game-authoring-adapter,Tests engine bridge against source scene QA and delivery,included,2026-08-12,CAS source edits Undo backed scene changes compile tests Game View capture and player builds share persistent jobs
VERIFY-054,cand-dcc-mcp-unreal,game-authoring-adapter,Tests engine package against broad native project authority,included,2026-08-12,Actors assets Blueprints levels materials cinematics Niagara MetaSound automation and packaging are typed skills
VERIFY-054,cand-dcc-mcp-wwise,interactive-audio-adapter,Tests nonvisual media against an editable design graph,included,2026-08-12,WAAPI tools create SFX music containers events switches RTPC curves previews SoundBanks and Work Unit saves
VERIFY-054,cand-dcc-mcp-zbrush,sculpt-host-adapter,Tests prealpha label against implemented native correction,included,2026-08-12,Subtool selection refine remesh bake export and turntable tools operate through a tested main thread bridge
VERIFY-054,cand-dcc-mcp-docs,documentation-surface-identity,Tests website repository against independent artifact ownership,duplicate,2026-08-12,Portal aggregates Core ecosystem docs marketplace and showcases without a second runtime or artifact graph
VERIFY-054,cand-dcc-pipeline-publish,delivery-workflow-product,Tests orchestration instructions against durable artifact output,included,2026-08-12,Publish manifests release packages runtime acceptance and exact window capture produce hash bound handoffs
VERIFY-054,cand-dcc-texture-pipeline,deterministic-texture-workflow,Tests processing utility against Design specific artifact governance,included,2026-08-12,OIIO and OCIO skills inspect convert validate and create tiled mipmapped renderer textures
VERIFY-054,cand-dcc-ui-qt-actions,legacy-ui-correction-bridge,Tests shared UI component against a standalone correction loop,included,2026-08-12,Widget selectors drive click action value and event mutations while scoped screenshots verify results
VERIFY-054,cand-dcc-ui-qt-inspector,read-only-component-boundary,Tests selector discovery against independent Design operation,excluded,2026-08-12,Inspector only lists describes snapshots and waits and explicitly delegates mutations to another package
VERIFY-054,cand-dcc-ui-workflow-memory,supporting-state-boundary,Tests workflow persistence against direct artifact work,excluded,2026-08-12,JSON recipes and failures support other UI tools but cannot observe or change a DCC alone
VERIFY-054,cand-dcc-fpt-cli,execution-component-identity,Tests independent binary against wrapped adapter product,duplicate,2026-08-12,DCC-MCP FPT downloads the pinned CLI and exposes the same project records through its typed surface
VERIFY-054,cand-dcc-marketplace,catalog-infrastructure-boundary,Tests discover and install behavior against Design artifact ownership,excluded,2026-08-12,Repository stores immutable catalog metadata and leaves every workflow to installed products
VERIFY-054,cand-dcc-org-metadata,repository-metadata-boundary,Tests organization scaffolding against product identity,excluded,2026-08-12,Profile templates and community files have no executable or user artifact surface
VERIFY-055,cand-easyeda-copilot,engineering-host-sibling,Tests whether the EasyEDA release is only a KiCad Copilot alias,included,2026-08-12,Separate extension package host-native circuit graph checkpoints DRC and PCB preview approval establish an independent product
VERIFY-055,cand-kicad-happy,engineering-review-governance,Tests deterministic analysis plus semantic review against generic prompt documentation,included,2026-08-12,Executable parsers normalized finding schemas diff analysis and fabrication release gates create a durable design-review loop
VERIFY-055,cand-motion-previs-studio,film-previsualization,Tests source-video transformation against visual decision and correction authority,included,2026-08-12,Users select range and reference intent inspect camera pose depth and quality diagnostics restore sessions and regenerate deterministic packs
VERIFY-055,cand-stem-studio,media-transformation-boundary,Tests polished media pipeline against the visual or interactive Design boundary,excluded,2026-08-12,The product separates and remuxes audio stems but exposes no evidenced visual Design artifact authority or iterative design decision graph
VERIFY-055,cand-blendermcp,upstream-bridge-identity,Tests the widely referenced upstream against downstream extensions and forks,included,2026-08-12,Released addon and server own a two-way Blender transport with scene inspection screenshots and native mutations
VERIFY-055,cand-preso-ai,homonym-and-native-deck,Tests open-source Preso AI against the unrelated Preso hosted product,included,2026-08-12,Independent maintainer product stores deck state locally and supports direct canvas editing history AI remix and editable exports
VERIFY-055,cand-deeppcb,hosted-engineering-authority,Tests autonomous routing against a one-shot solver API,included,2026-08-12,Official editor preserves DRC-constrained revisions and supports manual move delete protect stop resume review and selected-solution download
VERIFY-055,cand-unreal-mcp,first-party-feature-boundary,Tests an engine feature against an independently surfaced Design workspace,included,2026-08-12,Named experimental plugin embeds a local MCP server and extensible toolsets that execute native editor mutations serially on the game thread
VERIFY-055,cand-gemini-notebook,hosted-deck-versioning,Tests slide generation against ordinary-user revision and artifact control,included,2026-08-12,Per-slide text layout visual deletion and ordering edits are staged then materialized as a new loadable deck with PDF and PPTX export
VERIFY-055,cand-office-raccoon,hosted-skill-boundary,Tests the closed office agent against the separately counted open skill bundle,included,2026-08-12,First-party product surface owns sessions assets PPT generation configuration and a direct workbench while the source distribution remains separately installable
VERIFY-056,cand-wasserman-blockout-mcp,execution-component-identity,Tests standalone distribution against the bundled product control surface,duplicate,2026-08-12,Bridge drives the same running Blockout app and project graph without independent state
VERIFY-056,cand-call-sheet,suite-launcher-boundary,Tests cross-product recents and updates against Design artifact ownership,excluded,2026-08-12,Application launches downloads and indexes other products but never authors or evaluates their artifacts
VERIFY-056,cand-circle-take,dailies-decision-workspace,Tests media organization against explicit candidate promotion and correction evidence,included,2026-08-12,Local gates side-by-side comparison prompt diffs circled winners and recipe-bearing reshoot lists create a durable decision loop
VERIFY-056,cand-cork-board,story-planning-canvas,Tests a traditional cork wall against agent-native project mutation and delivery,included,2026-08-12,Local project graph supports cards acts arcs images prompts undo checkpoints imports exports and a writable MCP surface
VERIFY-056,cand-wasserman-hermes-agent,generic-agent-boundary,Tests a forked agent distribution for an independently surfaced Design workspace,excluded,2026-08-12,Repository is a generic agent fork and this account adds no separate visual artifact authority
VERIFY-056,cand-hermes-davinci-resolve-plugin,overlapping-host-plugin,Tests Hermes-only packaging against the broader same-maintainer Resolve product,duplicate,2026-08-12,Plugin repeats a strict subset of live timeline and FCPXML operations already owned by Unofficial DaVinci MCP
VERIFY-056,cand-hermes-world-landing,marketing-site-boundary,Tests product presentation against user creation and correction,excluded,2026-08-12,Static landing page markets a future Agent MMO and owns no user Design workspace
VERIFY-056,cand-hermes-world-scroll,marketing-site-boundary,Tests image-composed frontend architecture against a Design product,excluded,2026-08-12,Repository explicitly says all visual content is baked into marketing images with no product backend
VERIFY-056,cand-hermesworld,marketing-site-boundary,Tests second product landing implementation against ordinary-user artifact work,excluded,2026-08-12,Feature claims remain marketing content and the repository contains no creation or correction loop
VERIFY-056,cand-master-canvas,film-planning-canvas,Tests visual asset arrangement against generic mood-board storage,included,2026-08-12,Shots prompts references order and assets share a local board that emits deterministic generator-specific handoff packages and accepts agent edits
VERIFY-056,cand-master-canvas-hermes-plugin,execution-component-identity,Tests client plugin against the Master Canvas project authority,duplicate,2026-08-12,Plugin operates canonical project data and adds no independent artifact lifecycle
VERIFY-056,cand-master-canvas-mcp,execution-component-identity,Tests standalone headless server against the bundled bridge,duplicate,2026-08-12,Both surfaces read edit and reimport the same master-canvas-project JSON
VERIFY-056,cand-motion-previs-mcp,execution-component-identity,Tests standalone transport against the Motion Previs product,duplicate,2026-08-12,Bridge forwards tools to the running app's token-gated control server and owns no session
VERIFY-056,cand-neon-serpent,finished-output-boundary,Tests a coded visual artifact against a product for Design work,excluded,2026-08-12,Repository is a playable snake game rather than an authoring or decision surface
VERIFY-056,cand-sam-pdf-studio,document-correction-authority,Tests traditional PDF editing against agent-native versioned artifact control,included,2026-08-12,In-place editing routes every change through a private version stack preserves the original until save and exposes the same engine to agents
VERIFY-056,cand-sam-pdf-studio-mcp,execution-component-identity,Tests thin headless wrapper against the owning desktop editor,duplicate,2026-08-12,Server spawns Sam PDF Studio's installed engine and writes derived paths without its own document state
VERIFY-056,cand-sams-dailies-run,finished-output-boundary,Tests a themed arcade game against filmmaking Design workflow,excluded,2026-08-12,Single HTML game does not expose production authoring review or delivery controls
VERIFY-056,cand-scriptbreak,screenplay-production-model,Tests static parser output against editable governed preproduction artifacts,included,2026-08-12,Versionable project links script drafts scenes bibles elements shots schedules and look constraints to scoped prompt-pack delivery
VERIFY-056,cand-slate,prompt-authority-and-continuity,Tests prompt helper copy against a persistent filmmaking project,included,2026-08-12,Locked lines structured shot controls continuity checks version history and target preflight make prompts governed native artifacts
VERIFY-056,cand-storyboard-reference-studio,reference-board-authority,Tests reference extraction against interactive board and correction control,included,2026-08-12,Users select and reorder frames edit crops metadata annotations and prompts review an animatic and reopen diffable projects
VERIFY-056,cand-unofficial-davinci-mcp,agent-editing-runtime,Tests host automation against deterministic creative evidence and mutation gates,included,2026-08-12,Live and interchange tiers preview every mutation while beat color dialogue loudness and FCPXML engines emit inspectable plans previews and files
VERIFY-056,cand-wasserman-org-metadata,repository-metadata-boundary,Tests organization profile against product identity,excluded,2026-08-12,Repository is a linked product catalog with no executable user artifact surface
VERIFY-056,cand-wassermans-filmmaker-suite,catalog-installer-boundary,Tests one-command suite installation against shared product authority,excluded,2026-08-12,Repository installs and documents independently counted apps but defines no common editable project or runtime
VERIFY-057,cand-quilter,engineering-candidate-search,Tests automated placement and routing against a one-shot solver,included,2026-08-12,Users define floorplan and constraints inspect hundreds of physics-validated candidates review uncovered concerns and finish in the originating EDA tool
VERIFY-057,cand-seko,video-project-authority,Tests generic video generation against editable storyboard and timeline control,included,2026-08-12,First-party application exposes script and outline confirmation saved storyboard changes history undo node workflows timeline replacement and final pacing preview
VERIFY-057,cand-davinci-resolve,native-host-ai-surface,Tests a traditional NLE against independently evidenced AI-native workspaces,included,2026-08-12,Current release embeds adjustable AI search focus face speech and enhancement tools into the same native timeline node group-version and collaboration authority
VERIFY-058,cand-comfyui-mcp,live-node-graph-control,Tests prompt generation against durable graph authoring and target safety,included,2026-08-12,Source edits graph nodes through a live panel pins the intended workflow refuses target drift and records exact queued workflow snapshots
VERIFY-058,cand-figsor,native-host-mutation,Tests an MCP relay against direct structured Figma authority,included,2026-08-12,Plugin creates reads restructures and modifies native nodes components variables vectors fills and auto-layout in the open Figma document
VERIFY-058,cand-trace-pcb,engineering-source-projection,Tests an AI assistant claim against the actual circuit authority and validation loop,included,2026-08-12,Official architecture synchronizes AI-oriented trace files with retained standard KiCad files and versions every edit behind planning DRC and ERC controls
VERIFY-058,cand-aicanva,prototype-executability,Tests source presence against a working generation-to-edit journey,excluded,2026-08-12,Checked frontend posts prompt and expects layers while the backend requires currentPrompt and returns nested Fabric objects with no matching hydration path
VERIFY-058,cand-clai,physical-product-project,Tests one-shot 3D generation against editable packaging and persistent versions,included,2026-08-12,Source persists multi-stage project snapshots and product-model versions while the dieline editor and export service retain user-adjustable manufacturing artifacts
VERIFY-058,cand-open-design-nexu,roadmap-boundary,Tests a declared agentic Design vision against currently executable product evidence,excluded,2026-08-12,Repository self-identifies as pre-alpha with first internal alpha planned and contains documentation examples and research rather than application source
VERIFY-058,cand-fablecut,shared-timeline-authority,Tests an agent video claim against human-agent concurrency and deterministic delivery,included,2026-08-12,One revision-counted project JSON is edited through UI file REST and MCP then hot reloads into a direct NLE and frame-accurate export pipeline
VERIFY-058,cand-figma-to-ai-prompter,prompt-template-boundary,Tests design advice files against an implemented host mutation surface,excluded,2026-08-12,Repository provides manual prompt templates and explicitly leaves an automated Figma plugin as future work
VERIFY-058,cand-code2video,research-system-boundary,Tests a paper implementation against an independently runnable artifact workflow,included,2026-08-12,Released scripts persist outline storyboard Manim source renders and critic feedback and can regenerate failed or visually weak sections
VERIFY-058,cand-fluxwing-skills,installable-design-workflow,Tests instruction bundles against durable user-owned design artifacts,included,2026-08-12,Six skills write UXM metadata ASCII templates screens and rendered examples into the project and validate or revise them conversationally
VERIFY-058,cand-uxscii,artifact-format-boundary,Tests a specification against a usable parser validator and versioned visual representation,included,2026-08-12,Repository ships schema examples CLI validator template processor and extension model for the paired UXM and ASCII artifact
VERIFY-058,cand-kintsugi,governed-edit-surface,Tests annotations against enforceable authoring permissions history and rollback,included,2026-08-12,Core parser creates a manifest with human and agent access modes while filesystem revisions record author channel time and support rollback
VERIFY-058,cand-cxdesigner,local-project-authority,Tests a broad product vision against concrete project data migration and edit services,included,2026-08-12,Electron main process owns split page files image versions slice selections assets comments save conflict checks ZIP export and local Git initialization
VERIFY-058,cand-pigcasso-canvas,canvas-persistence,Tests prompt-to-asset marketing against direct edit history and stored graph state,included,2026-08-12,Source persists tldraw snapshots and chat in Postgres while direct canvas and Fabric controls keep selection edits undo export and publishing in the same project
VERIFY-058,cand-sandyup-comfyui-mcp,repository-identity,Tests a non-fork GitHub copy against independent product authority,duplicate,2026-08-12,README package badges docs deployment links and product copy all identify artokun comfyui-mcp and the snapshot exposes no second workflow namespace
VERIFY-059,cand-comfyui,native-workflow-host,Tests a generative runtime against a directly authored reusable design graph,included,2026-08-12,Open source retains node links widgets subgraphs templates execution metadata and saved workflow JSON as the editable authority across media outputs
VERIFY-059,cand-comfy-cloud,managed-host-identity,Tests hosted execution and persistence against an independent artifact definition,duplicate,2026-08-12,Cloud runs and stores the same ComfyUI workflows and opens them on the same graph canvas while changing deployment account and GPU ownership
VERIFY-059,cand-comfy-mcp-official,official-agent-bridge,Tests external generation tools against workflow discovery versioning and canvas recovery,included,2026-08-12,Cloud connection can inspect save update version share and reopen workflows while local source validates and runs the installed graph through the same named product
VERIFY-059,cand-comfy-in-app-agent,native-agent-surface,Tests a private alpha announcement against a defined artifact mutation loop,included,2026-08-12,Official current page states that chat builds and edits the visible Comfy Cloud graph and explicitly separates this in-app experience from external MCP
VERIFY-059,cand-comfy-skills,distribution-boundary,Tests installable commands against independent state and execution,duplicate,2026-08-12,Plugin manifest points at hosted Comfy MCP and commands deliberately query its live catalog while all workflows tasks outputs and auth remain server-owned
VERIFY-059,cand-comfy-cli,execution-component,Tests a broad CLI against a separate design project authority,duplicate,2026-08-12,CLI manages and runs the canonical ComfyUI workspace and is the documented engine wrapped by Local Comfy MCP
VERIFY-059,cand-quiverai,structured-vector-artifact,Tests image generation against reusable source delivery candidate review and recovery,included,2026-08-12,App creates or vectorizes SVGs retains completed creations in Gallery supports multi-output review and exports source SVG plus render derivatives
VERIFY-059,cand-quiverai-mcp,agent-surface-identity,Tests hosted MCP tasks against a second product workspace,duplicate,2026-08-12,MCP OAuth scopes the same QuiverAI account and reads Gallery creations while creating the same generation vectorization and animation tasks
VERIFY-059,cand-quiverai-agent-plugins,distribution-boundary,Tests client bundles against independent execution or artifact storage,duplicate,2026-08-12,Official docs say plugins only package manifests MCP configuration and instructions while QuiverAI hosts every operation and artwork
VERIFY-059,cand-quiverai-api,developer-surface-identity,Tests REST access against an independent product lifecycle,duplicate,2026-08-12,API invokes QuiverAI models and emits the same structured SVG responses without a separate project gallery or authoring contract
