batch_id,executed_on,channel,language_scope,region_scope,query_count,result_cards_reviewed,new_candidate_refs,repeat_candidate_refs,queries,limitations
RECURSIVE-018,2026-08-12,official-source-followup,en,global-first-party-ecosystem-inventory,1,72,cand-adobepy|cand-dcc-ai-hunyuan3d|cand-dcc-ai-openai-image|cand-dcc-ai-tripo3d|cand-dcc-asset-ambientcg|cand-dcc-asset-blender-extensions|cand-dcc-asset-free-media|cand-dcc-asset-geospatial|cand-dcc-asset-gltf-samples|cand-dcc-asset-godot-store|cand-dcc-asset-google-scanned|cand-dcc-asset-kenney|cand-dcc-asset-nasa3d|cand-dcc-asset-objaverse|cand-dcc-asset-pirate-nation|cand-dcc-asset-polyhaven|cand-dcc-asset-quaternius|cand-dcc-asset-sketchfab|cand-dcc-asset-smithsonian3d|cand-dcc-cua|cand-dcc-lookdev|cand-dcc-materialx|cand-dcc-mcp-3dsmax|cand-dcc-mcp-aftereffects|cand-dcc-mcp-agent-plugins|cand-dcc-mcp-cache-inspector|cand-dcc-mcp-cinema4d|cand-dcc-mcp-comfyui|cand-dcc-mcp-core|cand-dcc-mcp-fpt|cand-dcc-mcp-freecad|cand-dcc-mcp-gimp|cand-dcc-mcp-godot|cand-dcc-mcp-houdini|cand-dcc-mcp-illustrator|cand-dcc-mcp-katana|cand-dcc-mcp-krita|cand-dcc-mcp-mari|cand-dcc-mcp-marmoset|cand-dcc-mcp-material-maker|cand-dcc-mcp-maya|cand-dcc-mcp-maya-advancedskeleton|cand-dcc-mcp-maya-mgear|cand-dcc-mcp-maya-procedural-architecture|cand-dcc-mcp-mobu|cand-dcc-mcp-nuke|cand-dcc-mcp-openscad|cand-dcc-mcp-openusd|cand-dcc-mcp-photoshop|cand-dcc-mcp-premiere|cand-dcc-mcp-renderdoc|cand-dcc-mcp-shogun|cand-dcc-mcp-sketchup|cand-dcc-mcp-substance3d-designer|cand-dcc-mcp-substance3d-painter|cand-dcc-mcp-tiled|cand-dcc-mcp-touchdesigner|cand-dcc-mcp-tracy|cand-dcc-mcp-unity|cand-dcc-mcp-unreal|cand-dcc-mcp-wwise|cand-dcc-mcp-zbrush|cand-dcc-mcp-docs|cand-dcc-pipeline-publish|cand-dcc-texture-pipeline|cand-dcc-ui-qt-actions|cand-dcc-ui-qt-inspector|cand-dcc-ui-workflow-memory|cand-dcc-fpt-cli|cand-dcc-marketplace|cand-dcc-org-metadata,cand-dcc-mcp-blender,DCC-MCP organization repository inventory with first-party README and source-tree review,One organization inventory is an identity recursion batch rather than comparable saturation evidence; organization self-labels Global and provides no specific team-country proof
RECURSIVE-019,2026-08-12,official-source-followup,multilingual,global-direct-product-lineage,10,10,cand-easyeda-copilot|cand-kicad-happy|cand-motion-previs-studio|cand-stem-studio|cand-blendermcp|cand-preso-ai|cand-deeppcb|cand-unreal-mcp|cand-gemini-notebook|cand-office-raccoon,,EasyEDA Copilot official repository|KiCad Happy official repository|Motion Previs Studio official repository|Stem Studio official repository|BlenderMCP official repository|Preso AI official repository|DeepPCB official product and help pages|Unreal MCP official documentation|Gemini Notebook official product and help pages|Office Raccoon official product and SenseNova sources,Direct product-lineage recursion is not a comparable saturation batch and closed products expose architecture rather than implementation source
RECURSIVE-020,2026-08-12,official-source-followup,en,global-first-party-ecosystem-inventory,1,26,cand-wasserman-blockout-mcp|cand-call-sheet|cand-circle-take|cand-cork-board|cand-wasserman-hermes-agent|cand-hermes-davinci-resolve-plugin|cand-hermes-world-landing|cand-hermes-world-scroll|cand-hermesworld|cand-master-canvas|cand-master-canvas-hermes-plugin|cand-master-canvas-mcp|cand-motion-previs-mcp|cand-neon-serpent|cand-sam-pdf-studio|cand-sam-pdf-studio-mcp|cand-sams-dailies-run|cand-scriptbreak|cand-slate|cand-storyboard-reference-studio|cand-unofficial-davinci-mcp|cand-wasserman-org-metadata|cand-wassermans-filmmaker-suite,cand-blockout|cand-motion-previs-studio|cand-stem-studio,Wasserman Productions organization repository inventory with first-party README and source-tree review,Complete public account inventory is an identity recursion batch rather than comparable saturation evidence and does not establish the maintainer's country
RECURSIVE-021,2026-08-12,official-source-followup,multilingual,global-linked-host-and-sibling-products,3,3,cand-quilter|cand-seko|cand-davinci-resolve,,Quilter official product and workflow|Seko official application and SenseTime directory|DaVinci Resolve official product and current AI tools,Direct host and sibling follow-up is not a comparable saturation batch and public pages expose architecture rather than implementation source
SAT-GH-021,2026-08-12,github-repository-search,en,global-github-saturation,4,100,cand-comfyui-mcp|cand-figsor|cand-trace-pcb|cand-aicanva|cand-clai|cand-open-design-nexu|cand-fablecut|cand-figma-to-ai-prompter|cand-code2video|cand-fluxwing-skills|cand-uxscii|cand-kintsugi|cand-cxdesigner|cand-pigcasso-canvas|cand-sandyup-comfyui-mcp,cand-agency-agents|cand-ai-agency-agents|cand-awesome-claude-design|cand-baoyu-design|cand-contains-agents|cand-eostudio|cand-hycanvas|cand-interface-design|cand-kicad-mcp-server|cand-mimic-ai|cand-naim-challenge|cand-open-ai-design-agent|cand-open-generative-ai|cand-plumb-mcp|cand-superdesign-mcp|cand-uno-visual-designer|cand-vibe-workflow|cand-whiteport-design-studio|seed-reframe|seed-open-codesign|seed-openpencil-zseven|cand-fudge,"""AI design agent"" visual editor in:readme|""design agent"" canvas MCP in:readme|""AI-native design"" editor in:readme|""agentic design"" visual in:readme",One hundred cards yielded fifteen retained boundary records and twenty-two known repeats; eleven executable artifact systems keep GitHub discovery above the pause threshold while generic agent builders resource lists and courses were screened as noise
RECURSIVE-022,2026-08-12,official-source-followup,en,global-direct-product-and-component-lineage,19,19,cand-comfyui|cand-comfy-cloud|cand-comfy-mcp-official|cand-comfy-in-app-agent|cand-comfy-skills|cand-comfy-cli|cand-quiverai|cand-quiverai-mcp|cand-quiverai-agent-plugins|cand-quiverai-api|cand-quiver-arrow-models|cand-trace-cli|cand-trace-mcp|cand-trace-plugin|cand-trace-sdks|cand-trace-github-action|cand-trace-partner-api|cand-trace-symbols-library|cand-trace-footprints-library,,ComfyUI host and cloud lineage|Comfy MCP cloud and local connections|Comfy In-App Agent|Comfy Skills plugin distribution|Comfy CLI execution engine|QuiverAI app and vector artifact|QuiverAI MCP|QuiverAI agent plugins|QuiverAI public API|QuiverAI Arrow model family|Trace CLI|Trace hosted and local MCP|Trace agent plugin|Trace SDKs|Trace GitHub Action|Trace Partner API|Trace Symbols platform|Trace Footprints platform|Shared Trace component platform architecture,Direct first-party recursion is an identity and component-boundary batch rather than comparable saturation evidence; private hosted implementations limit several records to architecture-level claims
SAT-GH-022,2026-08-12,github-repository-search,en,global-github-saturation,4,81,cand-remotion|cand-canvoss|cand-huashu-design|cand-homeverse|cand-hangover|cand-cova|cand-logo-generator-skill|cand-framerdashboard|cand-esim-kicad-health-analyzer|cand-awatif|cand-opencut-rewrite,cand-awesome-agent-skills-voltagent|cand-uno-visual-designer|cand-univer|cand-naim-challenge|cand-genjutsu|cand-awesome-design-md|cand-agency-agents|cand-cc-wf-studio|seed-open-pencil|seed-openpencil-zseven|seed-onlook|cand-heroui|cand-app-store-screenshots|cand-figma-context-mcp|seed-superdesign|cand-html-anything|cand-google-design-md-spec,"""AI design copilot"" visual editor in:readme|""design copilot"" canvas agent in:readme|""AI-native"" design canvas in:readme|""agentic"" design editor in:readme",Eighty-one actual result cards yielded eleven first-seen boundary records and seventeen known repeats; seven executable artifact systems keep GitHub discovery above the pause threshold while directories generic agent builders non-AI frameworks and copied listings were screened as noise
RECURSIVE-023,2026-08-12,official-source-followup,en,global-first-party-product-and-repository-lineage,2,100,cand-remotion-agent-skills|cand-remotion-cursor-plugin|cand-remotion-codex-plugin|cand-remotion-kimi-code-plugin|cand-remotion-claude-code-plugin|cand-remotion-studio|cand-remotion-browser-studio|cand-remotion-renderer|cand-remotion-lambda|cand-remotion-cloudrun|cand-remotion-vercel-rendering|cand-remotion-player|cand-remotion-editor-starter|cand-remotion-component-libraries|cand-remotion-prompts-templates|cand-remotion-lambda-sdks|cand-remotion-prompt-to-motion-graphics|cand-remotion-ai-video-template|cand-remotion-recorder|cand-remotion-ray-so|cand-remotion-github-unwrapped|cand-remotion-ask-ai,cand-remotion,Remotion GitHub organization complete one-hundred-repository inventory|Remotion monorepo official product surface index,Organization inventory and first-party index resolve generated distributions execution components templates and adjacent projects; most example asset mirror and generic starter repositories were screened as noise and this identity recursion is not a comparable saturation batch
SAT-GH-023,2026-08-12,github-repository-search,en,global-github-saturation,4,79,cand-sitetransformer|cand-vibecraft-ai|cand-ada-app|cand-ai-media-canvas|cand-nika-character-studio|cand-uix-ai-agent|cand-rhino-grasshopper-mcp|cand-decora-ai|cand-homemaker|cand-lunima|cand-vextra|cand-caret-ide|cand-shape|cand-canva-clone|cand-data-formulator|cand-resume-matcher|cand-clypra,cand-cova|cand-ghost-ai,"""AI visual editor"" design agent in:readme|""design assistant"" canvas AI in:readme|""AI design tool"" editor agent in:readme|""AI-powered"" design canvas in:readme",Seventy-nine actual cards yielded seventeen first-seen boundary records and only two exact repeats; twelve qualifying source systems keep GitHub discovery far above the pause threshold while roadmap-only claims generic assistants copied tutorials and simulated AI were excluded
RECURSIVE-024,2026-08-12,official-source-followup,en,global-direct-source-lineage,2,5,cand-caret-core|cand-vextra-mcp|cand-vextra-core,cand-caret-ide|cand-vextra,Caret distribution and canonical core source|Vextra deployment shell MCP bridge and document engine,Direct source recursion resolves the implementation owners and dependency boundaries; it is an identity follow-up rather than a comparable saturation batch
SAT-GH-024,2026-08-12,github-repository-search,en,global-github-saturation,4,141,cand-signex|cand-burnguard-design|cand-ai-creative-studio|cand-diamond-design-ai|cand-designflow-ai|cand-agentic-design-editor|cand-substrata|cand-ako-visual-design-agent|cand-draftwalk|cand-visual-agent-designer|cand-eidos-design-copilot|cand-manim-agent|cand-integrated-saas-design-agent|cand-ai-ui-generator|cand-open-design-ai-saikiran|cand-ai-design-studio|cand-ai-design-workspace-catalog|cand-designcanvas|cand-ghost-ai-ahmed|cand-arch-ai-pranjeet|cand-collab-planner-next|cand-ai-architecture-studio|cand-ux-planner-skill|cand-designcopilot-poster|cand-buildgraph,cand-awesome-claude-design|cand-canvoss|cand-cova|cand-esim-kicad-health-analyzer|cand-framerdashboard|cand-ghost-ai|cand-homeverse|cand-nightghost-design-agent|cand-protome|cand-vibe-workflow,"""AI design workspace"" in:readme|""AI canvas"" ""design agent"" in:readme|""visual design agent"" in:readme|""design copilot"" editor AI in:readme",One hundred forty-one cards yielded twenty-five retained boundary records and ten exact repeats; sixteen independent systems span print source visual coordination engineering and candidate selection while roadmap claims simulated AI copied tutorials and one-shot media generation were separated from qualifying artifact loops
RECURSIVE-025,2026-08-12,official-source-followup,en,global-upstream-and-derivative-identity,3,9,,cand-open-design-ai-saikiran|seed-open-design|cand-ghost-ai-ahmed|cand-arch-ai-pranjeet|cand-collab-planner-next|cand-ai-architecture-studio|cand-ghost-ai|cand-ux-planner-skill|cand-huashu-design,Open Design upstream and copied source lineage|Ghost AI tutorial upstream and derivative repositories|UX Planner downstream Huashu Design handoff,Direct lineage checks resolved upstream copies tutorial derivatives and downstream handoff identity; this is not a comparable saturation batch
SAT-GH-025,2026-08-12,github-repository-search,en,global-github-saturation,4,331,cand-virtuoso-bridge-lite|cand-pbi-cli|cand-owox-model-canvas|cand-autockt|cand-rtl-claw|cand-chateda|cand-edacraft|cand-cad-gpt|cand-claude-eda|cand-ai-revit-family-maker|cand-chipster|cand-visual-authoring|cand-delft-toolkit-prototype|cand-neo-studio-v1|cand-neo-studio-v2|cand-icezone-studio|cand-qbic|cand-habitect|cand-pixelruller|cand-gia-co-design|cand-opendesigner|cand-uml-tool|cand-creative-workframe|cand-cucumber-studio|cand-agent-diagram-tool|cand-codesign-canvas|cand-eos-creative-studio|cand-synvora-nova-visual|cand-fomi-studio|cand-loomic-fouad|cand-museiq-studio|cand-boutiqaat-creative-studio|cand-zhuifeng-ai-community|cand-solvys|cand-orblyn|cand-lego-front-end-design|cand-agentforge44|cand-localoffice|cand-loomic-obunaga|cand-fusion-runfusion|cand-computational-design-skills|cand-autodesk-platform-services-skills|cand-claude-engineering-skills|cand-ams-io-agent|cand-symxplorer|cand-fpga-design-agent|cand-chili-chiplets|cand-specula-method|cand-hype|cand-inlumen|cand-monogatari|cand-forge-projects|cand-local-design-canvas|cand-aeromind,cand-clypra|cand-homeverse|cand-frontend-slides-editable|cand-ai-canvas-desktop|cand-loomic|cand-talktofigma|cand-kicad-mcp-server|cand-awesome-gui-agents|seed-openpencil-zseven,"""visual authoring"" AI in:readme|""AI creative workspace"" in:readme|""design automation"" agent in:readme|""co-design"" AI canvas in:readme",Three hundred thirty-one cards yielded fifty-four retained boundary records and nine exact repeats; thirty-five independent included systems make this a high-novelty nonqualifying batch while lists papers Langflow mirrors mock-only shells and non-Design automation were screened out
RECURSIVE-026,2026-08-12,official-source-followup,en,global-successor-and-product-layer-lineage,4,6,cand-delft-toolkit-v2|cand-spicexplorer-monorepo|cand-specula-bos|cand-specula-framework|cand-specula-skill|cand-acad-cuix-builder,,Delft Toolkit superseding repository|SymXplorer extracted SpiceXplorer project|Specula product framework method and skill boundaries|Autodesk CUIX builder dependency,First-party recursion separated successors products frameworks skills and dependency components; this identity batch is not comparable saturation evidence
RECURSIVE-027,2026-08-12,official-source-followup,en,global-linked-successor-access,1,4,cand-spicexplorer-workspace|cand-spicexplorer-platform|cand-spicexplorer-ui|cand-spicexplorer-orchestration,,SpiceXplorer archived monorepo linked successor repositories,The archived first-party source links four successor repositories that are not resolvable through the authenticated GitHub client; this access and identity follow-up is not saturation evidence
RECURSIVE-028,2026-08-12,official-source-followup,en,global-upstream-product-boundary,1,1,cand-owox-data-marts,,OWOX Model Canvas push target and upstream Data Marts product,First-party source confirms a separate governed data-product and report-authoring platform with assistant apply gates and MCP delivery; this lineage follow-up is not comparable saturation evidence
SAT-GH-026,2026-08-12,github-repository-search,en,global-github-saturation,4,112,cand-contextcypher|cand-writerflow|cand-markdownflows|cand-boardly-studio|cand-archflow|cand-gitary|cand-asciitecture|cand-ai-draw-nexus|cand-ai-draw-nexus-fxdm|cand-ai-draw-nexus-duoge|cand-ai-draw-nexus-itbuff|cand-ai-flowchart-doraemon|cand-nexusdraw|cand-smart-mermaid-assistance|cand-vibe-mermaid|cand-mermaid-live-desktop|cand-architect-studio-x|cand-loom-architecture|cand-graphini|cand-drawloop-skill|cand-opendiagram|cand-ai-diagrammer-scaffold|cand-umlforge|cand-diagram-ai-mohamed|cand-codigram|cand-ai-diagram-imp|cand-ai-diagrams-kavish|cand-ai-diagrammer-eric|cand-ag0-diagramming-agent|cand-techdraw|cand-diagrams-bunlong|cand-flowforge|cand-sketch-chat|cand-silvercraft-ai|cand-html-ai-diagram-editor|cand-drawio-figure-replicator|cand-ai-diagrams-toolkit|cand-uml-flow|cand-sirelia|cand-auricide|cand-author-autograph|cand-mermaidgen|cand-apo|cand-synthezy|cand-flowbase|cand-text2diagram|cand-diagai-manas|cand-diagramai-nihal|cand-flow2go|cand-drawio-codex|cand-llmo-diagram-generator,,"""AI data modeling"" canvas in:readme|""AI diagramming"" editor in:readme|""AI story workspace"" in:readme|""AI brand workspace"" in:readme",One hundred twelve cards yielded fifty-one retained boundary records and no exact register repeats; forty-one independent systems expose a previously under-sampled diagramming stratum while profiles directories generic whiteboards mock-only AI implementations and a six-repository copied AI Diagram Hub cluster were separated
SAT-GH-027,2026-08-12,github-repository-search,en,global-github-saturation,4,152,cand-thoth-blueprint|cand-viso-mcp|cand-careervivid|cand-architecture-drawio-automation|cand-cloud-architecture-diagrams|cand-azure-diagram-mcp-server|cand-interactive-architecture-diagrams|cand-mermaid-chart-vscode|cand-stride-gpt|cand-diagram-creator-pramit|cand-ai-diagram-copilot-pranav|cand-swark|cand-archify|cand-product-diagram-copilot|cand-diagram-copilot-xidoke|cand-interview-forge|cand-note-gen|cand-litho|cand-codewiki|cand-openmaic|cand-chartdb|cand-codeboarding|cand-bloxai|cand-dreamforge|cand-live-diagramming-copilot|cand-marp-slides-template|cand-sdd-diagram-copilot|cand-agon|cand-sre-design|cand-azure-diagram-skill|cand-strands-tools-diagram|cand-learnhouse|cand-builder-skills-system-architect|cand-copilot-sdd-skills|cand-ai-factory|cand-excalidraw-workflow|cand-cate|cand-otto|cand-sql-to-snowflake-demo|cand-copilot-harness-eng-v1|cand-drawdb|cand-erd-agent-automation|cand-proposal-diagram-copilot|cand-hve-demo|cand-knowforge|cand-psuedocalls|cand-mpchenette-copilot|cand-oxdraw|cand-ai-consulting-soyeon|cand-dbx|cand-tabularis|cand-edgeever|cand-mermark-editor|cand-documd-markdown-viewer|cand-grok-build,cand-antvis-infographic|cand-diagram-design|cand-cli-anything|cand-ai-draw-nexus|cand-drawio-mcp|cand-lgazo-drawio-mcp-server|cand-slides-grab|cand-onlyoffice-desktopeditors|cand-onlyoffice-documentserver|cand-terravision|cand-tldraw|cand-openflowkit|seed-nimbalyst|cand-hugoblox,"""AI diagram editor""|""diagram copilot""|""LLM diagram"" editable|""AI whiteboard"" diagram",One hundred fifty-two cards yielded fifty-five retained boundary records and fourteen register repeats; forty-one independent products remain high novelty while generic agent dashboards conventional editors unimplemented shells demonstrations and passive renderers were separated
RECURSIVE-029,2026-08-12,official-source-followup,en,global-upstream-lineage,1,1,cand-excalidraw-plugin,,Excalidraw Workflow declared upstream plugin,The workflow explicitly identifies the plugin as the reusable product and itself as a dark-export extension; this identity follow-up is not comparable saturation evidence
SAT-GH-028,2026-08-12,github-repository-search,en,global-github-saturation,4,119,cand-pad|cand-archigen|cand-yuzudraw|cand-archie-ea|cand-sylang-studio|cand-smart-workflow|cand-archischema|cand-mermzen|cand-mermaid-studio-catfox|cand-rpaforge|cand-lzbot-5000|cand-codoptic|cand-unkode|cand-canopy|cand-mermaid-agent|cand-cloud-visualizer-pro|cand-foblex-flow|cand-mermalaid|cand-mermaidgenie|cand-idem|cand-cloudarchgen|cand-drawio-live-editor|cand-wam-studio|cand-easy-uml|cand-livediagram|cand-mindgraph|cand-mermaid-diagram-editor-mamerto|cand-bluelens|cand-diagram-designer-jointjs|cand-threatatlas|cand-nuxt-ai-drawio|cand-uml-transcoder|cand-romans-cool-diagram-software|cand-nanadraw|cand-dipeo|cand-genai-drawio-creator|cand-turbo-ea|cand-sysvis-ai|cand-intellidraw|cand-mermaid-studio-workers|cand-werilog|cand-software-design-mermaid-mcp|cand-scylla-diagram-skill|cand-pybreeze|cand-claude-cowork-office|cand-archiflow|cand-zukai|cand-cloudmap|cand-cloudmap-claudio2-2|cand-diagram-x|cand-flowgram-tools|cand-kroneditor|cand-cdc-data-quality-validator|cand-visual-diagram-editor-rzabolotin|cand-agent-setup|cand-medpaper-assistant,cand-otto|cand-copilot-harness-eng-v1|cand-ai-diagrammer-eric|cand-cloud-architecture-diagrams|cand-hve-demo|cand-interactive-architecture-diagrams|cand-kyh-ai-canvas|cand-psuedocalls|cand-stride-gpt|cand-gitary|cand-diagram-creator-pramit|cand-drawio-engineering-mcp|cand-techdraw|cand-tool4boxology|cand-builder-skills-system-architect|cand-contextcypher,"""architecture diagram"" copilot --match readme|""diagramming agent"" MCP --match readme|""AI architecture diagram"" editor --match readme|""Mermaid copilot"" diagram --match readme",One hundred nineteen cards yielded fifty-six retained boundary records and sixteen exact register repeats; forty-seven independent products still make this a high-novelty nonqualifying batch while lists unrelated systems conventional editors adjacent AI features and one-off demonstrations were screened out
SAT-GH-029,2026-08-12,github-repository-search,en,global-github-saturation,4,52,cand-x-fluxagent|cand-agentgo|cand-mimo-canvas|cand-figs|cand-open-agent-builder|cand-workshop-design-system|cand-agentflow|cand-zeronode|cand-myn8n|cand-fluxus|cand-vibe-automation|cand-vibe-automation-ngp|cand-story-blocks|cand-webnode|cand-nlj-platform|cand-agentic-signal|cand-calcstack|cand-pipelinex|cand-marketagent|cand-axon-weavy-clone|cand-ai-visual-programming|cand-creator-suite|cand-offinity-ai|cand-veflow,,"""visual workflow"" AI --match readme|""node editor"" AI --match readme|""system model"" AI diagram --match readme|""visual programming"" AI --match readme",Fifty-two unique cards yielded twenty-four first-seen boundary records and no exact register repeats; fifteen independent products keep this batch high novelty while profiles lists unrelated automations copied resources conventional plugins personal portfolios and implementation-free claims were screened out
RECURSIVE-030,2026-08-12,official-source-followup,en,global-upstream-and-acquired-product-lineage,2,4,cand-claudekit-marketing|cand-figma-weave,cand-workshop-design-system|cand-axon-weavy-clone,Workshop Design System declared ClaudeKit content and file-level upstream comparison|Axon declared Weavy.ai clone and current Figma product identity,Direct lineage work replaced a copied skill bundle and a clone demo with the actual upstream products; this identity follow-up is not comparable saturation evidence
SAT-GH-030,2026-08-12,github-repository-search,en,global-github-saturation,4,173,cand-velocity|cand-workflowos|cand-opencanvas-ai|cand-openflow-ai-studio|cand-wzrdflow|cand-wzrd-flow-app|cand-autogpt|cand-tooljet|cand-langflow|cand-inkeep-agents|cand-firecrawl-open-agent-builder|cand-rocketride|cand-dograh|cand-refly|cand-claraverse|cand-agents-ui|cand-chatdev-2|cand-open-gumloop|cand-archon-workflows|cand-astron-rpa|cand-chatbotx|cand-smythos-studio|cand-flock-agent-orchestrator|cand-tesslate-agent-builder|cand-fireworks-tech-graph|cand-automotive-skills-suite|cand-teable|cand-budibase|cand-vercel-workflow-builder-template|cand-wrenai|cand-n8n-workflow-builder-mcp|cand-orca-ide|cand-tersa|cand-buzz-workspace|cand-fluxorai|cand-vibe-workflow-muuhdra|cand-vibe-workflow-drosales10|cand-vibe-workflow-prateek|cand-vibe-workflow-rfpassos|cand-vibe-workflow-irfan|cand-evals-control-room|cand-techtivai|cand-open-lease-audit|cand-n8n-clone-jkarlsss|cand-myrpgmakerpreplacement|cand-dockit|cand-frappe-builder|cand-automation-workflow-azim,cand-vibe-workflow|cand-awesome-design-md-corpus|cand-contains-agents|cand-agency-agents|cand-tldraw|cand-ai-agency-agents|cand-agentic-awesome-skills|cand-primo|cand-silex|cand-mengto-agent-skills|cand-tabularis|cand-threejs-game-skills|cand-complete-shelf|cand-jezweb-claude-skills|cand-tutti|cand-open-generative-ai|cand-claude-financial-services|cand-hugoblox|cand-awesome-agent-skills-voltagent|seed-nimbalyst|cand-we0,"""workflow canvas"" AI|""node-based"" AI editor|""visual agent builder""|""AI workflow builder""",One hundred seventy-three cards yielded forty-eight first-seen boundary records and twenty-one known identity repeats; thirty-four independent executable products keep GitHub discovery highly novel while lists courses generic SDKs static demos conventional editors unrelated domain consoles and same-product mirrors were screened separately
SAT-GH-031,2026-08-12,github-repository-search,en,global-github-saturation,4,25,cand-ledgyx|cand-agent-canvas-randomvibecoder|cand-timecapsule-slm|cand-canvas-ai-page-context-generation|cand-agent-canvas-model-felix|cand-varbase-ai-figma|cand-agent-canvas-model-genusen|cand-drup-aid|cand-ai-shortfilm-studio|cand-agent-workflow-studio-trehan|cand-kernexa|cand-xyberpunk-workflow-builder|cand-wafiq-ai-workflow-generator|cand-ai-game-launchpad|cand-ai-workflow-studio-jquiroz|cand-kedar-ai-workflow-studio|cand-erin-ai-workflow-studio|cand-genaiops-workflow-studio|cand-workflowai-dresar|cand-wallbit-workflows|cand-homebrain|cand-comfyui-workflow-studio|cand-smartmodeler|cand-project-mira,,"""agent canvas"" AI|""workflow studio"" AI|""visual automation"" LLM|""node graph"" ""generative AI""",Twenty-five unique cards yielded twenty-four first-seen boundary records; sixteen independent included systems keep this batch high novelty while one profile hit eight non-products and two obfuscated download interstitials were screened without executing untrusted archives
RECURSIVE-031,2026-08-12,official-source-followup,en,global-host-dependency-and-component-lineage,5,7,cand-drupal-canvas|cand-ai-figma|cand-drupal-canvas-plugin|cand-canvas-ai-migrations|cand-drupal-devkit|cand-wallbit-cli|cand-wallbit-workflow-builder-skill,,Drupal Canvas host and AI submodule|AI Figma dependency|Drupal Canvas agent marketplace and migration lineage|Drupal DevKit distribution boundary|Wallbit registry CLI and skill boundary,First-party recursion separated host modules migration systems distribution infrastructure and same-product components; this identity batch is not comparable saturation evidence
SAT-GH-032,2026-08-12,github-repository-search,en,global-github-saturation,4,27,cand-panaversity-low-code-course|cand-adk-rust|cand-mock-devops-app|cand-maf-agent-builder-canvas|cand-leon-ai-agent-builder|cand-smythos-e2e|cand-aidemyst-agentstudio|cand-trinity-creative-canvas|cand-arb2|cand-quill-ai|cand-brightark-chatbot|cand-devhammad-agentic-course|cand-ibrahim-agentic-course|cand-grantflow-ai|cand-fracta-agent-builder|cand-agentix|cand-agent-x|cand-nodemind|cand-forgelang|cand-voiceblox|cand-supplyguardian-ai|cand-next-play-exec-demo|cand-donkeywork-agents|cand-opencode-flow|cand-gemini-resume-builder|cand-soul-x|cand-voice-ai-workflow-builder,,agent builder canvas|visual orchestration AI|workflow designer LLM|node editor generative,Twenty-seven unique cards yielded fourteen independent products and thirteen exclusions or component duplicates; novelty remains high and this batch does not qualify as saturation evidence
RECURSIVE-032,2026-08-12,official-source-followup,en,global-upstream-product-lineage,2,2,cand-adk-studio|cand-openai-agent-builder,,ADK Rust declared standalone ADK Studio|course and downstream runtime declared OpenAI Agent Builder,Source recursion replaced a framework and downstream examples with the two upstream authoring products; this identity batch is not comparable saturation evidence
