slug,product,tier,reason
dom-to-pptx,dom-to-pptx,other,real DOM materializer to native PPTX with exporter and normalizer
donkeywork-agents,DonkeyWork Agents,other,pinned source-level graph-to-agent-composition hydration across persistence and execution paths
doodleagent,Doodle Agent,other,pinned runnable perception-action canvas loop saving parseable strokes and session logs
dora-ai,Dora AI,other,real product coupling Figma plugin and hosted sites with observable candidate-to-artifact boundary
dosmos,Dosmos,other,pinned shipped desktop product with concrete PTY dispatch and dual-click-pipeline mechanisms
dotgui,dotGUI,other,real .gui format spec plus deterministic parser/validator/linter CLI with pinned source
draftbit,Draftbit,other,"established managed app builder where canvas, code and source control share real project files"
draftdeckai,DraftDeckAI,other,pinned OSS with real scene/editor/persistence mechanism
draftwalk,DraftWalk,other,pinned OSS; canonical plan engine plus schema-constrained AI path
drag-and-swap,Drag-and-Swap,other,real visual agent composer with block registry and runner
drawio-ai-kit,drawio-ai-kit,other,"real layout engine, stencil catalog, validator and CLI rendering"
drawio-codex,AI Diagram Generator / Draw.io Codex,other,real one-shot MXGraph-XML handoff with pinned source
drawio-diagram-builder,Draw.io Diagram Builder Skill,other,real drawio builder with mandatory render-review defect ledger and pinned source
drawio-engineering-mcp,Draw.io Engineering MCP,other,"pinned source, real domain generators with auto-layout and Friis/materials logic"
drawio-figure-replicator,Draw.io Figure Replicator,other,"concrete agent skill with XML patterns, validation commands and a worked example"
drawio-live-editor,Draw.io Live Editor,other,"pinned source, real two-way XML/canvas sync relay mechanism"
drawio-mcp,Draw.io MCP,other,"pinned official, four delivery surfaces converging on editable XML contract"
drawio2go,DrawIO2Go,other,"real Draw.io editor with MCP surface and versioning, pinned source"
drawloop-skill,drawloop-skill,other,real bidirectional excalidraw shared-state contract with App.tsx and server.ts implementations
drawtir,Drawtir,other,"real canvas/timeline with AI generation, pinned source though custom license"
dreamforge,DreamForge,other,"real persistence-first world-model graph with agents, pinned source"
dreamina,Dreamina,other,established hosted canvas with layers/timeline as editable authority and analyzable refinement loop
dreamui,DreamUI,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
dressx-ai-suite,DRESSX AI Suite,other,real hosted B2B studio with bulk e-commerce production and batch-job continuity mechanism
drup-aid,Drup-AID,other,real Drupal agent-distribution with orchestrator and revision policy
drupal-canvas,Drupal Canvas,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
drupal-canvas-plugin,Drupal Canvas Plugin,other,"marketplace manifest and skill/agent prompt content, thin implementation"
dstoai,DStoAI,other,closed product with only landing page and demo
dualite,Dualite,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
dyad,Dyad,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
easeui,EaseUI,other,"hosted product, documented DOM/computed-style-to-Figma mechanism with concrete contracts"
easy-uml,Easy UML,other,"real NL-to-DSL with local parsers and editable SVG, pinned source"
easyeda-copilot,EasyEDA Copilot,other,"real EDA extension/MCP with review-before-apply contract, pinned source"
eda-agent,EDA Agent,other,"real multi-backend EDA agent with checkpoints and review engine, pinned source"
edacraft,EDACraft,other,"real monorepo RTL DSL plus agent tooling, pinned source"
editable-presentation-studio,Editable Presentation Studio,other,manifest-based HTML-to-PPTX/Slides export with pinned QA scripts
ee-circuit-design-skills,EE Circuit Design Skills,other,SKiDL circuit design with traceability/ERC gates and automated reproducibility checks
efecto,Efecto,other,"hosted doc with strong product contracts (MCP tool reference, serialization)"
effective-html,Effective HTML,other,cohesive agent skill set with source-level contract
eigendeck,Eigendeck,other,"real SQLite-document editor with LLM CLI and history-integrity tools, pinned source"
electronics-agent-kit,Electronics Agent Kit,other,coordination architecture only; several claimed agents still in development
embodied-scene-generation,Embodied Scene Generation,other,"real scene-JSON authority with agent and editor, pinned source"
emdash-skills,Emdash Skills,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
engineering-design-plugin,Engineering Design Agent Skills,other,real CAD/SKiDL plugin with pinned cad_runner and integration_checker scripts
enterprise-ai-design-system,Enterprise AI Design System,other,frameworks with tokens/pipelines but many deliverables remain contracts rather than implementations
eostudio,EoStudio,other,"real validated generator and project format with pinned source, though broad/early"
erin-ai-workflow-studio,AI Workflow Studio by Erin,other,"real schema-compiled workflows with permission and device-agent contracts, pinned source"
eter,ETER,other,"closed hosted platform, only docs/demo, no source or schema for contracts"
etlaq,Etlaq,other,real localized Arabic app-builder product with strong end-to-end delivery contracts
excalidraw-plugin,Excalidraw Plugin,other,thin orchestration thin wrap delegating all canvas mutation to external Excalidraw MCP
exfig,ExFig,other,real Swift design-asset compiler with caching and MCP surface
exportflow,ExportFlow,other,"real plugin but architecture-level, no source, thin AI contract"
extract-design-system,extract-design-system,other,real token-extraction skill/CLI/MCP
fablecut,FableCut,other,real browser NLE with project.json agent contract and MCP
fabricio-skills,Fabricio Telles Skills,other,"two operated design workflows (design-md-validator, design-system-master) with pinned source"
facade,Facade,other,"closed product with landing/terms only, no source or schema, buildability unverified"
faisca,Faísca,other,active-transition waitlist-stage product with thin evidence and mostly unknown contracts
fanbox,FanBox,other,real desktop shell with file/Git ops and resumable agent sessions
fast-code-nova,Nova AI Builder in fast-code,other,"real typed spec as canonical artifact, validated generation, pinned source"
fastbuild123d,FastBuild123d,other,real parametric CAD editor with source-level implementation
figcraft,FigCraft,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
figedit,FigEdit,other,manifest-centered image reconstruction with editable SVG/PPTX example packages and pinned source
figma-cli,figma-cli,other,"real local Figma bridge with daemon, plugin and tested commands"
figma-console-mcp,Figma Console MCP,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
figma-design-agent,Figma Design Agent,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
figma-design-system-skills,Figma Design System Skills,other,"three real bounded Figma maintenance skills mediated by findings, pinned source"
figma-editable-dashboard-skill,Figma Editable Dashboard Skill,other,real browser-operated Figma dashboard iteration workflow with pinned source
figma-make,Figma Make,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
figma-mcp-bridge,Figma MCP Bridge,other,"pinned source, real leader/follower WebSocket bridge with bounded write surface avoiding REST quota"
figma-mcp-server,Figma MCP Server,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
figma-mcp-write-server,Figma MCP Write Server,other,real typed MCP write bridge to Figma API
figma-relai,Figma Relai,other,working MCP server plus Figma plugin with file-carried policy and pinned source
figma-to-astro-pipeline,Figma to Astro Pipeline,other,real production multi-agent Figma-to-Astro pipeline with QA agents and evidence
figma-to-design-md,Figma to design.md,other,real token-to-design.md conversion skill with source contract
figma-to-webflow-starter,Figma to Webflow Starter,other,规则排除
figma-ui-mcp,figma-ui-mcp,other,"pinned source, real localhost bridge with session addressing and bounded host writes"
figma-variables-generator,Figma Variables Generator Ecosystem,other,"real deterministic token builder plus Figma importer, pinned source"
figma-weave,Figma Weave,other,real node-based media workflow product with versioned tool-publishing contracts
figma2webflow-aw,Figma2Webflow-AW,other,"pinned source, real multi-agent workflow with file-backed workspace and separation of duties"
figmalint,FigmaLint,other,"pinned source, real governance plugin running analyzers and approved fixers on the live Figma graph"
figmirror,FigMirror,other,real measured drawing/reviewer matching loop with runner script
figml,FigML,other,"closed plugin with unpublished schema and unverified output claims, landing/page evidence only"
figpilot-ai,FigPilot.ai,other,"stale thin evidence, current availability not live-verified, no source"
figr,Figr,other,real product-design context layer with concrete context-judgment mechanism
figs,FIGS,other,"real schema/provenance graph source, pre-alpha but concrete mechanism"
figsor,Figsor,other,real authenticated MCP-to-Figma bridge mutating native nodes with source-level evidence
figspecs,FigSpecs,other,closed Figma plugin with only landing/FAQ evidence and no source to audit
figwright,Figwright,other,"real two-way Figma MCP server and plugin, source-level evidence"
firebase-studio,Firebase Studio,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
firecrawl-open-agent-builder,Open Agent Builder by Firecrawl,other,real visual canvas compiled to LangGraph with persistence
firecrawl-open-lovable,Firecrawl Open Lovable,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
fireworks-tech-graph,Fireworks Tech Graph,other,"real skill with diagram routers, SVG generators and fail-closed validators at pinned commit"
flato,Flato,other,hosted product with strong documented object model and MCP contract
flaude,Flaude,other,"real bidirectional relay and schema DSLL applier, pinned source"
fleck,Fleck,other,real multi-screen design canvas product with documented reasoning-and-code contracts
floagenticai,FloAgenticAI,other,"real canvas-to-distributed-runner with versioning and execution events, pinned source"
flock-agent-orchestrator,Flock,other,"source-level with pinned commit, real graph/sandbox multi-agent mechanism"
floorplan-interior-render,Floor Plan Interior Render,other,"source-level pinned repo, concrete scene-graph/BOM generation mechanism"
flow-cad,Flow CAD,other,reusable CAD workbench with CLI and geometry-authority module
flow-maker,Flow Maker,other,open-source graph workbench with pinned TS compiler and execution source
flow2go,Flow2Go,other,"source pinned, staged mermaid-to-reactflow compilation pipeline analyzable"
flowbase,Flowbase,other,"source pinned, real Gemini-JSON-to-Excalidraw materialization mechanism"
flowforge,FlowForge,other,"source pinned, concrete topology-layout separation mechanism"
flowforge-ai-daniiel,FlowForge AI by Daniel,other,small in-memory React Flow prototype with deterministic simulation and no persistence
flowforge-skill,FlowForge Skill,other,deterministic layout-formula drawio generation with validator and pinned source
flowise,Flowise,other,open-source visual agent platform with pinned editor contract and runtime builders
flowspect,FlowSpect,other,real graph-verification IR and CLI with source-level implementation
fluidcad,FluidCAD,other,"source-level, real code-parametric CAD + MCP mechanism"
flutterflow,FlutterFlow,other,real product with pinned SDK/CLI source and documented project-graph authority
fluvara,Fluvara,other,"closed Figma plugin, landing page only, no source or usable contracts"
fluxorai,FluxorAI,other,"source pinned, real Prisma-graph + Inngest executor mechanism"
fluxus,Fluxus,other,"source pinned, real agent tool-mutation of React Flow graph"
fluxwing-skills,Fluxwing Skills,other,"UXSCII authoring workflow with component schema, validator and six executable skills"
foblex-flow,Foblex Flow,other,real Angular node-editor infrastructure library
forge-dhruv,Forge by Dhruv Bansal,other,"source pinned, explicit generate/modify/repair/version protocol"
forge-nihalashetty,Forge by Nihal A. Shetty,other,"source pinned, single-schema editor/validation/runtime contract"
forge-projects,Forge Projects,other,"source pinned, real lineage/non-destructive composer mechanism"
forgeai-mousewarriors,ForgeAI by Mousewarriors,other,"source pinned, concrete blueprint-plus-files version restore"
forgelang,ForgeLang,other,规则排除
forgent3d,Forgent3D,other,desktop CAD runner and MCP with rebuild loop
forgix,Forgix,other,"source pinned, real multi-input artifact contract diverging from family"
forma-ai-service,Forma AI Agent Service,other,"source pinned, real multi-agent spec-to-CAD loop mechanism"
forma-fluens,Forma Fluens,other,"source pinned, concrete single-doc model-fallback generation mechanism"
fpga-design-agent,FPGA Design Agent,other,"source pinned, real planning-gated RTL generation + verification loop"
fracta-agent-builder,FRACTA Visual Agent Builder,other,prototype node-graph editor; storage wiped on close and simulation only
frame-bucket,Frame Bucket,other,"source pinned, real taxonomy/recommend/iterate lineage mechanism"
framelink-mcp,Framelink MCP for Figma,other,"open-source MCP server with pinned source, node walker and image downloader"
framer-ai,Framer AI,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
frappe-studio,Frappe Studio,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
freecad-modeling-skill,FreeCAD Modeling Skill,other,"architecture-level only, no comparably deep standalone runtime implementation"
friction,Friction,other,"closed product, landing page only, personas/heatmaps not source-verifiable"
froglips,Froglips,other,"source pinned, real graph-runner + local-LLM backend mechanism"
front-end-builder-siddhartha,Front-end Builder by Siddhartha Kumar,other,"thin single-document generation demo, no persistence/version substance"
frontend-slides,Frontend Slides,other,real three-preview decision gate with self-contained HTML authoring and pinned PDF exporter
frontend-slides-editable,Frontend Slides Editable,other,real self-contained HTML editor runtime
fudge,Fudge,other,closed product with public output corpus but no analyzable source
fusionmcp,FusionMCP,other,real Fusion360 add-in executing validated FusionActions with pinned source
galileo-ai,Galileo AI,other,defunct historical product with only archived bundles and no live evidence
game-creator,game-creator,other,"source pinned, real orchestrated game-build + QA visual-baseline mechanism"
gamma,Gamma,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
garden-skills,Garden Skills,other,"two substantial workflows (web-design-engineer, web-video-presentation) with pinned MIT-licensed source"
gemcoder-ai,Gemcoder.AI,other,"closed architecture-level product, landing page only, no contracts"
gemdesign,GemDesign,other,"closed architecture-level product, landing page only, no source or contracts"
gemini-notebook,Gemini Notebook,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
gemini-resume-builder,Gemini Resume Builder,other,real open-source Mastra workflow with pinned source and explicit promotion mechanism
genable,Genable,other,real Figma plugin + published genable-mcp package with documented typed-op relay and native-graph contracts
genai-drawio-creator,GenAI DrawIO Creator,other,conversational draw.io control surface with pinned Next.js source and MCP edge
gendesigns,GenDesigns,other,"thin evidence, no public schema or implementation, contracts are descriptive only"
generative-ui-app-abhay,Generative UI App by Abhay,other,real Streamlit dashboard generator with constrained JSON schema and renderer execution boundary
generative-ui-builder-v3rmxni7,Generative UI Builder,other,"real 5-stage agent pipeline with pinned source, validated layout DSL and reflection"
genesis-highlevel,GENESIS HighLevel App Builder,other,real HighLevel app builder with transactional Firestore snapshots and token-free WebContainer relay
genie-ai-website-builder,Genie AI Website Builder,other,real canonical Mongo/OpenRouter website builder with pinned source and latestCode refinement mechanism
genjutsu,genjutsu,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
genoffice,GenOffice,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
gensite,GenSite,other,"real multi-page file-map generation with versions, rollback and element/channel-correction edges"
gensite-ai-devendra,GenSite AI,other,thin single-file Gemini prompt-to-iframe loop with no persistent project graph
genu-advanced,GenU Advanced,other,real multi-runtime component generator with translation boundary and explicit save-to-library promotion
genui-aman,GenUI by Aman,other,thin single-state-code studio with only theme persisted and artifact lost on reload
genui-dimple,GenUI by Dimple,other,client-only thin generator with demo users and auth/db left as future work
genweb-dhruv,GenWeb by Dhruv Pansuriya,other,experimental project-file-map generator with weak version semantics and several experimental server paths
genwebai-artibar,GenWebAI by Artibar,other,thin latestCode one-document Groq loop with deploy but no immutable snapshots and roadmap-only ZIP/editing
get-shit-pretty,Get Shit Pretty,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
getui-ai,GetUI.ai,other,minimal Groq prompt-to-iframe loop with localStorage-only persistence and no editor or project model
ghost-ai,Ghost AI,other,real graph-edit mechanism but tutorial-derived active-transition release with limited independent history
ghosted,Ghosted,other,"real desktop agent-canvas with .canvas file authority, upstream-subgraph compilation and JSON Canvas support"
gia-co-design,Gia-co-Design,other,"real browser-local studio with direct manipulation synced back to code, critique and version history"
giselle,Giselle,other,real typed workflow-design monorepo with explicit persistence and linked generation-to-app delivery
gitary,Gitary,other,real git-native multi-format editing surface with AI context manager over repository-files authority
github-copilot-agent-skills,GitHub Copilot Agent Skills by Thomas Thornton,other,"installable APM bundles wiring workflow and live MCP canvas dependencies, pinned source"
github-spark,GitHub Spark,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
glide-design,GlideDesign,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
gloria,Gloria,other,"closed hosted product with docs only, no implementation source or serialization schema to analyze"
gnr8,GNR8,other,"real multi-agent CrewAI loop with feedback regeneration, file inspection, export and GitHub Pages deploy"
gnucleus,gNucleus,other,real hosted enterprise product with attributable docs and a concrete open deterministic FreeCAD validator
google-adk-nocode,No-Code ADK Interface,other,form-driven authoring shell that materializes runnable source
google-adk-web,Google ADK Web / Visual Agent Builder,other,Google's official ADK builder with constrained agent-hierarchy authoring and YAML materialization
google-antigravity,Google Antigravity,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
google-stitch,Stitch,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
google-vids,Google Vids,other,real GA Workspace product with strong scene-graph and collaboration contracts
gpt4-landing-page-creator-renzo,GPT-4 Landing Page Creator,other,real but historical 2023 PHP source-owned loop with stale evidence and no current operation
graph-ai,Graph AI,other,"real typed workflow editor with immutable run snapshots, per-node executions and delivery channels"
graphini,Graphini,other,pinned source with real Mermaid workspace and agent file-operation loop
greatstack-ai-website-builder,GreatStack AI Website Builder course project,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
grills,Grills,other,"pinned source, real provider-backed generative UI workspace with sandbox preview"
grok-build,Grok Build,other,"xai-org monorepo with Rust Mermaid parser, render engine and raster output"
gstack,gstack,other,"pinned source, real skill collection with design authorities and comparison board"
gstack-game,gstack-game,other,"pinned source, real game-design skill pipeline with review disciplines"
handle,Handle,other,Chrome extension plus MCP feedback tool with selector tracking and pinned source
hands-on-deck,hands-on-deck,other,"pinned source, real atomic PPTX patch engine with validation"
hangover,Hangover,other,"pinned source, real circuit workspace with structured generation and pin repair"
hanzo-app,Hanzo App,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
hascode-ui,HasCode UI,other,"pinned source, real component workshop with revision and fork"
heliosgen,HeliosGen,other,"pinned source, real image/video pipeline workspace with provider integration"
hemline,Hemline,other,closed hosted product with only landing-page evidence and closed agent/asset contracts
heroui,HeroUI,other,"real design system with official MCP and skills, source-level evidence"
heuristic-ai,Heuristic AI,other,"pinned source, real Figma audit plugin with deterministic plus model review"
hexcode,HexCode,other,"pinned source, real text-to-website project platform with Sandpack preview"
heym,Heym,other,"pinned source, full workflow platform with immutable versions and runtime"
higgsfield-skills,Higgsfield Skills,other,brandkit approval-state persistence with brandkit.py helper and dependency-aware delivery
holst-ai,Холст.ИИ,other,"media-generation tool, not a structured UI system, minimal analyzable mechanism"
homebrain,HomeBrain,other,"pinned source, real home-automation graph with bounded language normalization"
homemaker,Homemaker,other,"pinned source, real 3D interior workspace with filesystem-agent loop"
homeverse,HomeVerse,other,"pinned source, real interior studio with layout engine and copilot"
hostinger-horizons,Hostinger Horizons,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
hozo,HOZO,other,architecture-only closed service method with no usable source or contracts
html-ai-diagram-editor,HTML AI Diagram Editor,other,"pinned source, real browser diagram workspace with multi-input regeneration"
html-anything,HTML Anything,other,"pinned source, real sandboxed preview with per-task version history"
html-video,HTML Video,other,"pinned source, real content-graph storyboard video pipeline"
huashu-design,Huashu Design,other,"pinned source, real agent skill suite with workflow and critique mechanism"
hugoblox,HugoBlox,other,"open kit source pinned, Markdown-to-block-schema rendering is a concrete mechanism"
human-control-plane,Human Control Plane,other,real executable policy-lab workspace with state-bound approvals
hustl3,Hustl3,other,"real graph-to-runtime handoff but edges do not govern scheduling, thin claimed mechanism"
hycanvas,HyCanvas,other,"pinned source, real multi-domain document engine with AI layer"
hype,Hype,other,"pinned source, real macOS document authoring with typed mutation preview boundary"
hyperframes,HyperFrames,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
hyperplane,Hyperplane,other,closed hosted product with only landing/pricing page evidence and no usable contracts
i-love-agents,I Love Agents,other,"pinned source, real workflow builder and conditional runner with registry"
ian-nuttall-skills,Ian Nuttall Skills,other,"png2svg measured reconstruction with analyse and measure_template scripts, pinned source"
icezone-studio,IceZone Studio,other,real node-canvas media production with pinned source and broad tests
icon-design,Icon Design,other,"real icon workspace with pinned source, ID lineage and asset finalization"
ideaship,Ideaship,other,real managed app builder with pinned VFS/DB source and runtime-to-source mapping
idem,Idem,other,real multi-generator monorepo with pinned source and Firestore project records
image-ppt-king,Image-PPT-King,other,real PPTX reconstruction builder with pinned source and layer schemas
image-split,Image Split,other,real visual preprocessing tool with pinned source and OCR-conscience logic
image-svg-pptx-pro,Image SVG PPTX Pro,other,layout-plan to semantic SVG to editable PPTX reconstruction with pinned source
image-to-pptx,Image to PPTX,other,real native-OOXML reconstruction with validator and pinned source
image-to-react-iwahid,Image to React Component Converter by Imroz Wahid,other,real visual-to-code MCP/REST loop with pinned source though preview not wired
image-to-shape-safe-svg,Image to Shape-Safe SVG,other,real shape-safe SVG reconstruction with validator and pinned source
image-to-svg,Image to SVG,other,real raster-to-vector skill with structural audit and QA metrics
imagegen-pptx-pipeline,ImageGen PPTX Pipeline,other,real stateful approval-to-native-PPTX pipeline with pinned source
img2pptx,img2pptx,other,real semantic SVG-to-PPTX reconstruction with clear evidence boundary
impeccable,Impeccable,other,"design correction layer with 23 commands, deterministic detectors and live browser, pinned source"
inescop-footwear,INESCOP footwear prototype,other,funded R&D prototype with distinctive last-geometry mechanism but no public production evidence
influencer-studio,Influencer Studio,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
inkeep-agents,Inkeep Agents,other,real managed agent platform with visual/SDK two-way sync and pinned source
inlumen,inLUMEN,other,real agent-controllable data-pipeline canvas with persistence guard and pinned source
insightiq,InsightIQ Marketing Studio,other,"real repo with deterministic mock-AI campaign engine, graph and exporters at pinned commit"
inspector,Inspector,other,"closed product with only docs/landing page, no source or usable contracts"
instantsite-ai,InstantSite AI,other,real Gemini generation core but surrounded by simulated platform chrome
instruckt,Instruckt,other,real annotation feedback surface plus MCP adapter with pinned source
integrated-saas-design-agent,Integrated SaaS Design Agent,other,"extensive design-as-search pipeline with evidence, ranking and pinned source"
intellibuild,IntelliBuild,other,real browser-local dual-mode builder with drag-to-source rewrite and pinned source
intellidraw,IntelliDraw,other,real draw.io team workspace with multimodal generation and CRDT collaboration
intent-design,Design with Intent,other,"real end-to-end UX agent product with routing, artifacts and governance gate"
interactive-architecture-diagrams,Interactive Architecture Diagrams,other,thin lightweight skill emitting a self-contained drag-interactive HTML doc
interview-forge,InterviewForge,other,"real whiteboard module with persistence, Mermaid validation and tested converter"
ios-design-agent-skill,iOS Design Agent Skill,other,"methodology and output contract only, no renderer or executed code benchmark"
ipollowork,iPolloWork,other,real local agent workspace with dedicated design artifact runtimes and pinned source
ives,ives,other,skills-plus-critique reasoning pack with a thin durable boundary and no own renderer
jaaz,Jaaz,other,real local desktop art canvas with SQLite persistence and pinned source
jarvis-onshape-mcp,Jarvis Onshape MCP,other,real divergent Onshape MCP fork with geometry_diff and render verification
jeda,Jeda.ai,other,closed product with landing pages only and no public canvas schema or implementation evidence for core mechanism
jenova,Jenova UI prototype generator,other,real product with distinctive persistent-memory project mechanism
jezweb-claude-skills,Jezweb Claude Skills,other,full design-production and UX-audit gate subsystem with executable screenshots and pinned source
jihan-ai-web-builder,Jihan AI Web Builder,other,real pinned source with a concrete preview-and-apply JSON section mechanism though prototype quality
jithin-blender-skill,Blender Agent Skill by Jithin Joseph,other,installable reference-led modeling skill with viewport helper and pinned release
jmpy-me,JMPY.me,other,closed commercial plugin; public MCP repo has no server implementation
jonfermin-cadsmith,Jon Fermin cadsmith,other,real pinned parametric-CAD skill keeping executable Python as model of record over preview mesh
joysafeter,JoySafeter,other,"real JD.com open-source agent platform with pinned graph, versioned-deployment and run/event source"
jsdesign-ai,即时设计 AI,other,real design platform with four-directions generation and native-file continuation
k2-vibe,K2 Vibe,other,real pinned browser-agent builder with a concrete fragment-as-runnable-state mechanism
kadnya,Kadnya,other,"real pinned builder handing authority to Builder.io as an external editing contract, a useful counterexample"
kami,Kami,other,real pinned typesetting agent with content-IR and verification-pipeline mechanism
kanvas-obsidian,Kanvas,other,"working canvas coordination tool with governed transitions and a linting watcher, pinned source"
kedar-ai-workflow-studio,AI Workflow Studio by Kedar Vartak,other,real compiler-and-runner with versioned graph and deterministic execution though side effects incomplete
kgents,Kgents,other,"multi-service Langflow lifecycle with versioning and deployment orchestration, pinned source"
ki-stack,Ki-Stack,other,"real pinned skill stack composing KiCad IPC, CLI checks and file surgery with native docs as authority"
kicad-agent-seahan,KiCad Schematic Design Skill by Seahan,other,real KiCad schematic workflow with ERC/footprint checks and pinned source
kicad-analysis-mcp,KiCad Analysis MCP,other,read-only KiCad analyzer with DRC history and pinned source
kicad-copilot,KiCad Copilot,other,"real pinned file-oriented agent with checkpoint, preview-before-apply and kicad-cli validation"
kicad-cursor,kicad-cursor,other,"working personal KiCad template and reusable brief-handoff skill, not a portable product with strong evidence"
kicad-happy,KiCad Happy,other,real distinctive review-governance skills with provenance findings and regression gates and pinned source
kicad-mcp-pro,KiCad MCP Pro,other,staged KiCad MCP with progressive disclosure and pinned source
kicad-mcp-server,KiCAD MCP Server,other,real TypeScript KiCad agent surface with tool registry and pinned source
kicad-pcba-engineering-skills,KiCad PCBA Engineering Skills,other,release-gated PCBA suite with PowerShell ERC/DRC automation and machine-readable manifest
kicad-schematic-kenchan,kicad-schematic by Ken Chan,other,real pinned schematic skill solving pin-coordinate boundary exactly with ERC
kicad-skills-ipc,KiCad Skills with IPC API,other,"live KiCad IPC-API mutation with pcb_modify.py and four-task division, pinned source"
kicadai,KiCadAI,other,real Go toolkit with capability gates and refusal receipts backed by deterministic solvers and pinned source
kiclaw,KiClaw,other,"snapshot-bounded KiCad MCP server with guarded control loop, pinned source"
kimi-office,Kimi Docs Sheets and Slides,other,major hosted commercial suite with strong official product contracts and native-delivery formats
kin3o,kin3o,other,"real Lottie motion design CLI with validators and versioned write path, pinned source"
kintsugi,Kintsugi,other,"source-annotation manifest compiler with working parser/validator/registry, pinned source"
kiskill,KiSkill,other,"source-level, pinned KiCad skill with concrete kx engine and session state machine"
kittl,Kittl,other,real closed product but architecture-level evidence only
kleva,Kleva,other,real pinned website builder with source-strings regeneration boundary and partial-but-real persistence path
knowforge,KnowForge,other,thinnest-persistence one-shot retrieval-to-Mermaid with a concrete but ephemeral mechanism
knowledge-cat-ppt,Knowledge Cat PPT Skill,other,"source-level, executable plan/validators and editability probes with pinned repo"
kombai,Kombai,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
komposo,Komposo,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
konnect,Konnect,other,real pinned Rust MCP with distinct schematic S-expr and live-IPC mutation paths
kroneditor,KronEditor,other,"real industrial IDE with proposed-diff approval gate, compilation/simulation and live deploy"
kyh-ai-canvas,AI Canvas by Kaiyu Hsu,other,"working forkable AI visual-editor starter with a real typed-operation mechanism but infrastructure, not a product"
kyndryl-agent-builder,Kyndryl Consult Agent Builder for Modernization,other,"working form-to-source agent builder monorepo, source-level evidence"
landingforge,LandingForge,other,real pinned HTML-authority workspace with bounded SEARCH/REPLACE edits and history
langflow,Langflow,other,"major open-source visual agent-composition platform with pinned source, graph runtime and component contracts"
lanhu-to-code,Lanhu to Code,other,real pinned design-to-code skill with explicit authority discovery and a comparison-table write gate
launchlayer-ai,LaunchLayer AI,other,"working JSON/edit/snapshot SaaS starter with a real core but auth, billing and publishing left incomplete"
layer-first-raster-to-svg,Layer-First Raster to SVG,other,real pinned skill separating pixel evidence from semantics via a fusion-map schema with render review
layermate,Layermate,other,hosted Figma plugin product with strong product contracts and concrete native-layer mechanism
layout,Layout,other,hosted design-system context product with documented Studio/MCP/Figma/Live contracts
learnhouse,LearnHouse,depth,规则: v2≥8.5 或 H1 商业产品 v2≥7.5
ledgyx,Ledgyx,other,"repository holds only docs and screenshots, not enough implementation source"
leon-ai-agent-builder,AI Agent Builder by Leon,other,"fixed one-agent composition visualizer, narrow demo with real but minimal mechanism"
lgazo-drawio-mcp,Ladislav Gazo Draw.io MCP Server,other,real browser-extension bridge to live draw.io canvas with pinned source
lightlang-workflow-builder,LightLang AI Workflow Builder,other,small session-only prompt-sequence workflow with a real but transient mechanism
lineforge,lineforge,other,real engineering tool with CLI/MCP/web solvers
litho,Litho,other,real multi-agent doc-generation system with pinned source and distinctive diagram-repair mechanism
live-diagramming-copilot,Live Diagramming Copilot,other,"only an AGENTS.md protocol plus templates, no runtime or canvas, thin"
livediagram,LiveDiagram,other,"substantial monorepo diagram product with model, API, persistence and MCP control"
llm-website-generator-yuzai,LLM Website Generator by Yuzai Akira,other,"single-document client-side generator with no generated-artifact persistence, thin"
